"GeometryIds","Points:0","Points:1","Points:2","a","arc_length","current density:0","current density:1","current density:2","magnetic field strength:0","magnetic field strength:1","magnetic field strength:2","magnetic flux density:0","magnetic flux density:1","magnetic flux density:2","magnetic vector potential:0","magnetic vector potential:1","magnetic vector potential:2"
16,0.036383,0.017332,0,0.015471,0.061511,0,0,0,1.0224e+05,52170,0,0.12848,0.065559,0,0,0,0.015473
16,0.036383,0.017332,0,0.015471,0.061511,0,0,0,1.0224e+05,52170,0,0.12848,0.065559,0,0,0,0.015473
16,0.03651,0.017062,0,0.015429,0.06181,0,0,0,98104,48340,0,0.12328,0.060746,0,0,0,0.015431
16,0.03651,0.017062,0,0.015429,0.06181,0,0,0,98104,48340,0,0.12328,0.060746,0,0,0,0.015431
16,0.036636,0.016791,0,0.015389,0.062109,0,0,0,95192,45403,0,0.11962,0.057056,0,0,0,0.015391
16,0.036636,0.016791,0,0.015389,0.062109,0,0,0,95192,45403,0,0.11962,0.057056,0,0,0,0.015391
15,0.03665,0.016758,0,0.015385,0.062144,0,0,0,92503,48257,0,0.11624,0.060641,0,0,0,0.015391
15,0.036759,0.016519,0,0.015351,0.062407,0,0,0,91224,45380,0,0.11464,0.057026,0,0,0,0.015357
15,0.036759,0.016519,0,0.015351,0.062407,0,0,0,91224,45380,0,0.11464,0.057026,0,0,0,0.015357
15,0.03688,0.016246,0,0.015313,0.062706,0,0,0,90451,42769,0,0.11366,0.053746,0,0,0,0.015319
15,0.03688,0.016246,0,0.015313,0.062706,0,0,0,90451,42769,0,0.11366,0.053746,0,0,0,0.015319
15,0.036917,0.016162,0,0.015301,0.062797,0,0,0,90387,42092,0,0.11358,0.052894,0,0,0,0.015308
16,0.037,0.015972,0,0.015275,0.063004,0,0,0,91551,39848,0,0.11505,0.050074,0,0,0,0.015276
16,0.037,0.015972,0,0.015275,0.063004,0,0,0,91551,39848,0,0.11505,0.050074,0,0,0,0.015276
15,0.037079,0.015787,0,0.01525,0.063206,0,0,0,90531,39395,0,0.11376,0.049505,0,0,0,0.015257
15,0.037117,0.015698,0,0.015238,0.063303,0,0,0,90670,38836,0,0.11394,0.048803,0,0,0,0.015245
15,0.037117,0.015698,0,0.015238,0.063303,0,0,0,90670,38836,0,0.11394,0.048803,0,0,0,0.015245
15,0.037232,0.015422,0,0.015201,0.063602,0,0,0,91797,37175,0,0.11536,0.046715,0,0,0,0.015204
15,0.037232,0.015422,0,0.015201,0.063602,0,0,0,91797,37175,0,0.11536,0.046715,0,0,0,0.015204
15,0.037232,0.015422,0,0.015201,0.063602,0,0,0,91797,37175,0,0.11536,0.046715,0,0,0,0.015204
15,0.03729,0.015281,0,0.015182,0.063754,0,0,0,92826,36584,0,0.11665,0.045973,0,0,0,0.015183
16,0.037346,0.015146,0,0.015163,0.0639,0,0,0,93986,37364,0,0.11811,0.046953,0,0,0,0.015163
16,0.037346,0.015146,0,0.015163,0.0639,0,0,0,93986,37364,0,0.11811,0.046953,0,0,0,0.015163
16,0.037457,0.014869,0,0.015125,0.064199,0,0,0,95897,36985,0,0.12051,0.046477,0,0,0,0.015124
16,0.037457,0.014869,0,0.015125,0.064199,0,0,0,95897,36985,0,0.12051,0.046477,0,0,0,0.015124
16,0.037566,0.014591,0,0.015086,0.064497,0,0,0,98566,36737,0,0.12386,0.046165,0,0,0,0.015085
16,0.037566,0.014591,0,0.015086,0.064497,0,0,0,98566,36737,0,0.12386,0.046165,0,0,0,0.015085
15,0.037593,0.014521,0,0.015076,0.064572,0,0,0,1.0019e+05,32802,0,0.1259,0.04122,0,0,0,0.015069
15,0.037673,0.014312,0,0.015046,0.064796,0,0,0,1.0321e+05,32090,0,0.1297,0.040325,0,0,0,0.015039
15,0.037673,0.014312,0,0.015046,0.064796,0,0,0,1.0321e+05,32090,0,0.1297,0.040325,0,0,0,0.015039
15,0.037757,0.014089,0,0.015013,0.065034,0,0,0,1.0715e+05,31390,0,0.13465,0.039445,0,0,0,0.015007
16,0.037778,0.014033,0,0.015005,0.065095,0,0,0,1.0685e+05,37048,0,0.13427,0.046556,0,0,0,0.015003
16,0.037778,0.014033,0,0.015005,0.065095,0,0,0,1.0685e+05,37048,0,0.13427,0.046556,0,0,0,0.015003
16,0.037881,0.013752,0,0.014962,0.065393,0,0,0,1.1268e+05,37588,0,0.14159,0.047235,0,0,0,0.01496
16,0.037881,0.013752,0,0.014962,0.065393,0,0,0,1.1268e+05,37588,0,0.14159,0.047235,0,0,0,0.01496
15,0.03789,0.013726,0,0.014958,0.065421,0,0,0,1.1511e+05,30328,0,0.14465,0.038111,0,0,0,0.014951
15,0.037982,0.013471,0,0.014916,0.065692,0,0,0,1.2189e+05,29531,0,0.15317,0.037109,0,0,0,0.01491
15,0.037982,0.013471,0,0.014916,0.065692,0,0,0,1.2189e+05,29531,0,0.15317,0.037109,0,0,0,0.01491
15,0.038079,0.013194,0,0.014869,0.065985,0,0,0,1.3114e+05,28456,0,0.16479,0.035759,0,0,0,0.014863
16,0.038081,0.013189,0,0.014868,0.06599,0,0,0,1.2886e+05,39461,0,0.16193,0.049589,0,0,0,0.014865
16,0.038081,0.013189,0,0.014868,0.06599,0,0,0,1.2886e+05,39461,0,0.16193,0.049589,0,0,0,0.014865
16,0.038177,0.012907,0,0.014816,0.066289,0,0,0,1.4012e+05,40802,0,0.17608,0.051273,0,0,0,0.014812
16,0.038177,0.012907,0,0.014816,0.066289,0,0,0,1.4012e+05,40802,0,0.17608,0.051273,0,0,0,0.014812
15,0.038238,0.012726,0,0.01478,0.06648,0,0,0,1.5243e+05,25085,0,0.19155,0.031523,0,0,0,0.014774
15,0.038272,0.012624,0,0.01476,0.066588,0,0,0,1.579e+05,24176,0,0.19842,0.030381,0,0,0,0.014754
15,0.038272,0.012624,0,0.01476,0.066588,0,0,0,1.579e+05,24176,0,0.19842,0.030381,0,0,0,0.014754
15,0.038299,0.012539,0,0.014741,0.066677,0,0,0,1.6361e+05,22950,0,0.2056,0.02884,0,0,0,0.014736
16,0.038364,0.01234,0,0.014697,0.066886,0,0,0,1.7369e+05,44485,0,0.21827,0.055902,0,0,0,0.014691
16,0.038364,0.01234,0,0.014697,0.066886,0,0,0,1.7369e+05,44485,0,0.21827,0.055902,0,0,0,0.014691
15,0.038393,0.012251,0,0.014675,0.06698,0,0,0,1.8535e+05,18081,0,0.23292,0.022721,0,0,0,0.014671
15,0.038455,0.012055,0,0.014627,0.067185,0,0,0,2.0359e+05,13719,0,0.25584,0.01724,0,0,0,0.014623
15,0.038455,0.012055,0,0.014627,0.067185,0,0,0,2.0359e+05,13719,0,0.25584,0.01724,0,0,0,0.014623
15,0.038518,0.011849,0,0.014568,0.0674,0,0,0,2.2915e+05,6150.3,0,0.28796,0.0077287,0,0,0,0.014566
16,0.038543,0.01177,0,0.014546,0.067483,0,0,0,2.351e+05,49900,0,0.29544,0.062706,0,0,0,0.014535
16,0.038543,0.01177,0,0.014546,0.067483,0,0,0,2.351e+05,49900,0,0.29544,0.062706,0,0,0,0.014535
15,0.038581,0.011643,0,0.014503,0.067616,0,0,0,2.6183e+05,-4117.1,0,0.32903,-0.0051736,0,0,0,0.014502
15,0.038629,0.011484,0,0.01445,0.067782,0,0,0,2.9037e+05,-13305,0,0.36489,-0.01672,0,0,0,0.014451
15,0.038629,0.011484,0,0.01445,0.067782,0,0,0,2.9037e+05,-13305,0,0.36489,-0.01672,0,0,0,0.014451
15,0.038686,0.01129,0,0.014372,0.067984,0,0,0,3.3901e+05,-32721,0,0.42601,-0.041119,0,0,0,0.014375
16,0.038713,0.011197,0,0.014334,0.068081,0,0,0,3.6023e+05,57204,0,0.45268,0.071885,0,0,0,0.014312
16,0.038713,0.011197,0,0.014334,0.068081,0,0,0,3.6023e+05,57204,0,0.45268,0.071885,0,0,0,0.014312
15,0.03874,0.011105,0,0.014286,0.068177,0,0,0,3.981e+05,-58736,0,0.50027,-0.073809,0,0,0,0.014293
15,0.038795,0.01091,0,0.014186,0.068379,0,0,0,4.7344e+05,-93917,0,0.59494,-0.11802,0,0,0,0.014198
15,0.038795,0.01091,0,0.014186,0.068379,0,0,0,4.7344e+05,-93917,0,0.59494,-0.11802,0,0,0,0.014198
15,0.038875,0.010623,0,0.01399,0.068678,0,0,0,6.5822e+05,-1.7679e+05,0,0.82714,-0.22216,0,0,0,0.014013
15,0.038875,0.010623,0,0.01399,0.068678,0,0,0,6.5822e+05,-1.7679e+05,0,0.82714,-0.22216,0,0,0,0.014013
15,0.038952,0.010334,0,0.013713,0.068976,0,0,0,1.0232e+06,-31366,0,1.2858,-0.039416,0,0,0,0.013715
15,0.038952,0.010334,0,0.013713,0.068976,0,0,0,1.0232e+06,-31366,0,1.2858,-0.039416,0,0,0,0.013715
15,0.039028,0.010045,0,0.013348,0.069275,0,0,0,1.0143e+06,1.7786e+05,0,1.2746,0.22351,0,0,0,0.013329
15,0.039028,0.010045,0,0.013348,0.069275,0,0,0,1.0143e+06,1.7786e+05,0,1.2746,0.22351,0,0,0,0.013329
15,0.039101,0.0097559,0,0.012965,0.069574,0,0,0,1.0056e+06,2.2594e+05,0,1.2637,0.28393,0,0,0,0.012943
15,0.039101,0.0097559,0,0.012965,0.069574,0,0,0,1.0056e+06,2.2594e+05,0,1.2637,0.28393,0,0,0,0.012943
15,0.039173,0.0094659,0,0.012578,0.069872,0,0,0,1.0062e+06,2.3296e+05,0,1.2644,0.29275,0,0,0,0.012557
15,0.039173,0.0094659,0,0.012578,0.069872,0,0,0,1.0062e+06,2.3296e+05,0,1.2644,0.29275,0,0,0,0.012557
15,0.039239,0.0091849,0,0.012202,0.070161,0,0,0,1.0085e+06,2.3037e+05,0,1.2673,0.28949,0,0,0,0.012184
16,0.039242,0.0091754,0,0.01219,0.070171,0,0,0,1.0122e+06,2.3331e+05,0,1.2719,0.29319,0,0,0,0.012153
16,0.039242,0.0091754,0,0.01219,0.070171,0,0,0,1.0122e+06,2.3331e+05,0,1.2719,0.29319,0,0,0,0.012153
16,0.039308,0.0088844,0,0.0118,0.070469,0,0,0,1.016e+06,2.271e+05,0,1.2768,0.28538,0,0,0,0.011762
16,0.039308,0.0088844,0,0.0118,0.070469,0,0,0,1.016e+06,2.271e+05,0,1.2768,0.28538,0,0,0,0.011762
16,0.039373,0.0085929,0,0.01141,0.070768,0,0,0,1.0193e+06,2.2024e+05,0,1.2809,0.27676,0,0,0,0.01137
16,0.039373,0.0085929,0,0.01141,0.070768,0,0,0,1.0193e+06,2.2024e+05,0,1.2809,0.27676,0,0,0,0.01137
16,0.039436,0.0083009,0,0.01102,0.071067,0,0,0,1.0222e+06,2.1309e+05,0,1.2845,0.26777,0,0,0,0.010978
16,0.039436,0.0083009,0,0.01102,0.071067,0,0,0,1.0222e+06,2.1309e+05,0,1.2845,0.26777,0,0,0,0.010978
16,0.039496,0.0080085,0,0.010629,0.071365,0,0,0,1.0248e+06,2.058e+05,0,1.2878,0.25862,0,0,0,0.010586
16,0.039496,0.0080085,0,0.010629,0.071365,0,0,0,1.0248e+06,2.058e+05,0,1.2878,0.25862,0,0,0,0.010586
16,0.039555,0.0077157,0,0.010237,0.071664,0,0,0,1.0272e+06,1.9841e+05,0,1.2908,0.24934,0,0,0,0.010192
16,0.039555,0.0077157,0,0.010237,0.071664,0,0,0,1.0272e+06,1.9841e+05,0,1.2908,0.24934,0,0,0,0.010192
15,0.039577,0.0075959,0,0.010077,0.071786,0,0,0,1.023e+06,1.9489e+05,0,1.2855,0.24491,0,0,0,0.010077
15,0.039611,0.0074224,0,0.0098456,0.071962,0,0,0,1.0242e+06,1.907e+05,0,1.2871,0.23964,0,0,0,0.0098472
15,0.039611,0.0074224,0,0.0098456,0.071962,0,0,0,1.0242e+06,1.907e+05,0,1.2871,0.23964,0,0,0,0.0098472
15,0.039664,0.0071287,0,0.0094536,0.072261,0,0,0,1.0261e+06,1.8347e+05,0,1.2895,0.23056,0,0,0,0.0094586
15,0.039664,0.0071287,0,0.0094536,0.072261,0,0,0,1.0261e+06,1.8347e+05,0,1.2895,0.23056,0,0,0,0.0094586
15,0.039671,0.0070889,0,0.0094006,0.072301,0,0,0,1.0264e+06,1.8248e+05,0,1.2898,0.22931,0,0,0,0.0094059
16,0.039716,0.0068346,0,0.0090614,0.07256,0,0,0,1.0333e+06,1.7591e+05,0,1.2985,0.22105,0,0,0,0.0090115
16,0.039716,0.0068346,0,0.0090614,0.07256,0,0,0,1.0333e+06,1.7591e+05,0,1.2985,0.22105,0,0,0,0.0090115
15,0.039748,0.0066445,0,0.0088081,0.072752,0,0,0,1.0291e+06,1.7143e+05,0,1.2933,0.21543,0,0,0,0.0088186
15,0.039766,0.0065401,0,0.008669,0.072858,0,0,0,1.0298e+06,1.6885e+05,0,1.294,0.21218,0,0,0,0.0086806
15,0.039766,0.0065401,0,0.008669,0.072858,0,0,0,1.0298e+06,1.6885e+05,0,1.294,0.21218,0,0,0,0.0086806
15,0.039813,0.0062453,0,0.0082764,0.073157,0,0,0,1.0313e+06,1.6148e+05,0,1.296,0.20292,0,0,0,0.0082914
15,0.039813,0.0062453,0,0.0082764,0.073157,0,0,0,1.0313e+06,1.6148e+05,0,1.296,0.20292,0,0,0,0.0082914
15,0.039858,0.0059502,0,0.0078837,0.073455,0,0,0,1.0328e+06,1.5405e+05,0,1.2979,0.19358,0,0,0,0.007902
15,0.039858,0.0059502,0,0.0078837,0.073455,0,0,0,1.0328e+06,1.5405e+05,0,1.2979,0.19358,0,0,0,0.007902
15,0.039901,0.0056547,0,0.0074908,0.073754,0,0,0,1.0343e+06,1.4659e+05,0,1.2997,0.18421,0,0,0,0.0075125
15,0.039901,0.0056547,0,0.0074908,0.073754,0,0,0,1.0343e+06,1.4659e+05,0,1.2997,0.18421,0,0,0,0.0075125
15,0.039913,0.0055674,0,0.0073749,0.073842,0,0,0,1.0347e+06,1.4439e+05,0,1.3002,0.18144,0,0,0,0.0073976
16,0.039942,0.0053589,0,0.0070978,0.074053,0,0,0,1.0411e+06,1.3768e+05,0,1.3082,0.17302,0,0,0,0.0070395
16,0.039942,0.0053589,0,0.0070978,0.074053,0,0,0,1.0411e+06,1.3768e+05,0,1.3082,0.17302,0,0,0,0.0070395
16,0.039981,0.0050628,0,0.0067047,0.074351,0,0,0,1.0423e+06,1.2998e+05,0,1.3098,0.16333,0,0,0,0.0066448
16,0.039981,0.0050628,0,0.0067047,0.074351,0,0,0,1.0423e+06,1.2998e+05,0,1.3098,0.16333,0,0,0,0.0066448
15,0.039994,0.0049528,0,0.0065588,0.074462,0,0,0,1.0373e+06,1.2886e+05,0,1.3035,0.16193,0,0,0,0.0065885
15,0.040017,0.0047664,0,0.0063115,0.07465,0,0,0,1.038e+06,1.2413e+05,0,1.3044,0.15599,0,0,0,0.0063434
15,0.040017,0.0047664,0,0.0063115,0.07465,0,0,0,1.038e+06,1.2413e+05,0,1.3044,0.15599,0,0,0,0.0063434
15,0.040051,0.0044698,0,0.0059182,0.074948,0,0,0,1.0391e+06,1.1661e+05,0,1.3058,0.14653,0,0,0,0.0059534
15,0.040051,0.0044698,0,0.0059182,0.074948,0,0,0,1.0391e+06,1.1661e+05,0,1.3058,0.14653,0,0,0,0.0059534
15,0.040062,0.0043701,0,0.0057861,0.075049,0,0,0,1.0394e+06,1.1407e+05,0,1.3062,0.14334,0,0,0,0.0058225
16,0.040083,0.0041729,0,0.0055249,0.075247,0,0,0,1.0456e+06,1.0674e+05,0,1.3139,0.13413,0,0,0,0.0054599
16,0.040083,0.0041729,0,0.0055249,0.075247,0,0,0,1.0456e+06,1.0674e+05,0,1.3139,0.13413,0,0,0,0.0054599
16,0.040113,0.0038758,0,0.0051315,0.075545,0,0,0,1.0465e+06,98970,0,1.3151,0.12437,0,0,0,0.0050648
16,0.040113,0.0038758,0,0.0051315,0.075545,0,0,0,1.0465e+06,98970,0,1.3151,0.12437,0,0,0,0.0050648
16,0.040141,0.0035785,0,0.004738,0.075844,0,0,0,1.0474e+06,91191,0,1.3162,0.11459,0,0,0,0.0046697
16,0.040141,0.0035785,0,0.004738,0.075844,0,0,0,1.0474e+06,91191,0,1.3162,0.11459,0,0,0,0.0046697
16,0.040166,0.003281,0,0.0043445,0.076143,0,0,0,1.0482e+06,83402,0,1.3172,0.10481,0,0,0,0.0042745
16,0.040166,0.003281,0,0.0043445,0.076143,0,0,0,1.0482e+06,83402,0,1.3172,0.10481,0,0,0,0.0042745
15,0.040173,0.0031907,0,0.0042252,0.076233,0,0,0,1.0429e+06,84025,0,1.3106,0.10559,0,0,0,0.0042749
15,0.040189,0.0029833,0,0.0039509,0.076441,0,0,0,1.0434e+06,78729,0,1.3112,0.098934,0,0,0,0.004003
15,0.040189,0.0029833,0,0.0039509,0.076441,0,0,0,1.0434e+06,78729,0,1.3112,0.098934,0,0,0,0.004003
15,0.040197,0.0028721,0,0.003804,0.076553,0,0,0,1.0437e+06,75892,0,1.3115,0.095369,0,0,0,0.0038573
16,0.04021,0.0026854,0,0.0035573,0.07674,0,0,0,1.0495e+06,67801,0,1.3189,0.085201,0,0,0,0.0034839
16,0.04021,0.0026854,0,0.0035573,0.07674,0,0,0,1.0495e+06,67801,0,1.3189,0.085201,0,0,0,0.0034839
15,0.040221,0.0025153,0,0.0033326,0.07691,0,0,0,1.0444e+06,66794,0,1.3124,0.083936,0,0,0,0.0033899
15,0.040229,0.0023874,0,0.0031636,0.077038,0,0,0,1.0447e+06,63534,0,1.3127,0.07984,0,0,0,0.0032224
15,0.040229,0.0023874,0,0.0031636,0.077038,0,0,0,1.0447e+06,63534,0,1.3127,0.07984,0,0,0,0.0032224
15,0.040246,0.0020893,0,0.0027699,0.077337,0,0,0,1.0451e+06,55920,0,1.3134,0.070272,0,0,0,0.0028321
15,0.040246,0.0020893,0,0.0027699,0.077337,0,0,0,1.0451e+06,55920,0,1.3134,0.070272,0,0,0,0.0028321
15,0.04026,0.001791,0,0.0023762,0.077636,0,0,0,1.0456e+06,48287,0,1.3139,0.06068,0,0,0,0.0024418
15,0.04026,0.001791,0,0.0023762,0.077636,0,0,0,1.0456e+06,48287,0,1.3139,0.06068,0,0,0,0.0024418
15,0.040271,0.001535,0,0.0020384,0.077892,0,0,0,1.0459e+06,41742,0,1.3143,0.052455,0,0,0,0.0021068
16,0.040272,0.0014927,0,0.0019824,0.077934,0,0,0,1.0513e+06,36524,0,1.3211,0.045897,0,0,0,0.0019024
16,0.040272,0.0014927,0,0.0019824,0.077934,0,0,0,1.0513e+06,36524,0,1.3211,0.045897,0,0,0,0.0019024
15,0.040276,0.0013784,0,0.0018317,0.078049,0,0,0,1.0461e+06,37738,0,1.3145,0.047423,0,0,0,0.001902
15,0.040282,0.0011942,0,0.0015887,0.078233,0,0,0,1.0463e+06,33029,0,1.3148,0.041506,0,0,0,0.001661
15,0.040282,0.0011942,0,0.0015887,0.078233,0,0,0,1.0463e+06,33029,0,1.3148,0.041506,0,0,0,0.001661
15,0.04029,0.00089572,0,0.0011949,0.078531,0,0,0,1.0465e+06,25434,0,1.3151,0.031961,0,0,0,0.0012706
15,0.04029,0.00089572,0,0.0011949,0.078531,0,0,0,1.0465e+06,25434,0,1.3151,0.031961,0,0,0,0.0012706
15,0.040294,0.00067803,0,0.00090781,0.078749,0,0,0,1.0466e+06,19986,0,1.3152,0.025115,0,0,0,0.00098597
16,0.040296,0.00059718,0,0.00080117,0.07883,0,0,0,1.0518e+06,12990,0,1.3218,0.016324,0,0,0,0.00071618
16,0.040296,0.00059718,0,0.00080117,0.07883,0,0,0,1.0518e+06,12990,0,1.3218,0.016324,0,0,0,0.00071618
15,0.040296,0.00052571,0,0.00070695,0.078902,0,0,0,1.0466e+06,15931,0,1.3153,0.020019,0,0,0,0.00077384
15,0.040299,0.0002986,0,0.0004075,0.079129,0,0,0,1.0467e+06,9473,0,1.3153,0.011904,0,0,0,0.00043572
15,0.040299,0.0002986,0,0.0004075,0.079129,0,0,0,1.0467e+06,9473,0,1.3153,0.011904,0,0,0,0.00043572
15,0.040299,0.0002986,0,0.0004075,0.079129,0,0,0,1.0467e+06,9473,0,1.3153,0.011904,0,0,0,0.00043572
15,0.0403,5.2527e-18,0,1.3569e-05,0.079427,0,0,0,1.0483e+06,5.2161,0,1.3173,6.5547e-06,0,0,0,1.3569e-05
15,0.0403,-5.2527e-18,0,1.3569e-05,0.079427,0,0,0,1.0483e+06,5.2161,0,1.3173,6.5547e-06,0,0,0,1.3569e-05
15,0.0403,-3.5084e-08,0,1.3523e-05,0.079427,0,0,0,1.0483e+06,4.1029,0,1.3173,5.1559e-06,0,0,0,1.3519e-05
16,0.040299,-0.0002986,0,-0.00038036,0.079726,0,0,0,1.0521e+06,-5093.1,0,1.3222,-0.0064002,0,0,0,-0.00029361
16,0.040299,-0.0002986,0,-0.00038036,0.079726,0,0,0,1.0521e+06,-5093.1,0,1.3222,-0.0064002,0,0,0,-0.00029361
15,0.040297,-0.00044568,0,-0.00057429,0.079873,0,0,0,1.0466e+06,-13655,0,1.3153,-0.017159,0,0,0,-0.00062755
15,0.040296,-0.00059718,0,-0.00077403,0.080024,0,0,0,1.0466e+06,-17966,0,1.3152,-0.022577,0,0,0,-0.00085309
15,0.040296,-0.00059718,0,-0.00077403,0.080024,0,0,0,1.0466e+06,-17966,0,1.3152,-0.022577,0,0,0,-0.00085309
15,0.040292,-0.0007721,0,-0.0010047,0.080199,0,0,0,1.0466e+06,-22343,0,1.3152,-0.028078,0,0,0,-0.0010818
16,0.04029,-0.00089572,0,-0.0011678,0.080323,0,0,0,1.0518e+06,-20880,0,1.3217,-0.026239,0,0,0,-0.0010844
16,0.04029,-0.00089572,0,-0.0011678,0.080323,0,0,0,1.0518e+06,-20880,0,1.3217,-0.026239,0,0,0,-0.0010844
15,0.040287,-0.0010201,0,-0.0013318,0.080447,0,0,0,1.0464e+06,-28602,0,1.315,-0.035942,0,0,0,-0.0014061
15,0.040282,-0.0011942,0,-0.0015615,0.080622,0,0,0,1.0463e+06,-33033,0,1.3148,-0.041511,0,0,0,-0.0016339
15,0.040282,-0.0011942,0,-0.0015615,0.080622,0,0,0,1.0463e+06,-33033,0,1.3148,-0.041511,0,0,0,-0.0016339
15,0.040272,-0.0014927,0,-0.0019553,0.08092,0,0,0,1.046e+06,-40662,0,1.3144,-0.051097,0,0,0,-0.0020243
15,0.040272,-0.0014927,0,-0.0019553,0.08092,0,0,0,1.046e+06,-40662,0,1.3144,-0.051097,0,0,0,-0.0020243
15,0.04026,-0.001791,0,-0.002349,0.081219,0,0,0,1.0456e+06,-48287,0,1.3139,-0.060679,0,0,0,-0.0024146
15,0.04026,-0.001791,0,-0.002349,0.081219,0,0,0,1.0456e+06,-48287,0,1.3139,-0.060679,0,0,0,-0.0024146
15,0.040246,-0.0020893,0,-0.0027428,0.081517,0,0,0,1.0452e+06,-55912,0,1.3134,-0.070261,0,0,0,-0.002805
15,0.040246,-0.0020893,0,-0.0027428,0.081517,0,0,0,1.0452e+06,-55912,0,1.3134,-0.070261,0,0,0,-0.002805
15,0.040229,-0.0023874,0,-0.0031364,0.081816,0,0,0,1.0446e+06,-63515,0,1.3127,-0.079815,0,0,0,-0.0031953
15,0.040229,-0.0023874,0,-0.0031364,0.081816,0,0,0,1.0446e+06,-63515,0,1.3127,-0.079815,0,0,0,-0.0031953
15,0.040219,-0.0025532,0,-0.0033554,0.081982,0,0,0,1.0443e+06,-67752,0,1.3123,-0.08514,0,0,0,-0.0034124
16,0.04021,-0.0026854,0,-0.0035301,0.082115,0,0,0,1.0495e+06,-67798,0,1.3189,-0.085197,0,0,0,-0.0034568
16,0.04021,-0.0026854,0,-0.0035301,0.082115,0,0,0,1.0495e+06,-67798,0,1.3189,-0.085197,0,0,0,-0.0034568
15,0.040202,-0.0028094,0,-0.0036939,0.082239,0,0,0,1.0438e+06,-74299,0,1.3117,-0.093367,0,0,0,-0.003748
15,0.040189,-0.0029833,0,-0.0039237,0.082413,0,0,0,1.0434e+06,-78743,0,1.3112,-0.098952,0,0,0,-0.0039758
15,0.040189,-0.0029833,0,-0.0039237,0.082413,0,0,0,1.0434e+06,-78743,0,1.3112,-0.098952,0,0,0,-0.0039758
15,0.040176,-0.0031589,0,-0.004156,0.082589,0,0,0,1.043e+06,-83225,0,1.3107,-0.10458,0,0,0,-0.0042061
16,0.040166,-0.003281,0,-0.0043173,0.082712,0,0,0,1.0482e+06,-83404,0,1.3172,-0.10481,0,0,0,-0.0042473
16,0.040166,-0.003281,0,-0.0043173,0.082712,0,0,0,1.0482e+06,-83404,0,1.3172,-0.10481,0,0,0,-0.0042473
16,0.040141,-0.0035785,0,-0.0047108,0.08301,0,0,0,1.0474e+06,-91196,0,1.3162,-0.1146,0,0,0,-0.0046425
16,0.040141,-0.0035785,0,-0.0047108,0.08301,0,0,0,1.0474e+06,-91196,0,1.3162,-0.1146,0,0,0,-0.0046425
16,0.040113,-0.0038758,0,-0.0051043,0.083309,0,0,0,1.0465e+06,-98972,0,1.3151,-0.12437,0,0,0,-0.0050377
16,0.040113,-0.0038758,0,-0.0051043,0.083309,0,0,0,1.0465e+06,-98972,0,1.3151,-0.12437,0,0,0,-0.0050377
15,0.040086,-0.0041449,0,-0.0054607,0.08358,0,0,0,1.0402e+06,-1.0834e+05,0,1.3072,-0.13614,0,0,0,-0.0054996
15,0.040083,-0.0041729,0,-0.0054978,0.083608,0,0,0,1.0401e+06,-1.0905e+05,0,1.307,-0.13704,0,0,0,-0.0055363
15,0.040083,-0.0041729,0,-0.0054978,0.083608,0,0,0,1.0401e+06,-1.0905e+05,0,1.307,-0.13704,0,0,0,-0.0055363
15,0.040051,-0.0044698,0,-0.0058911,0.083906,0,0,0,1.0391e+06,-1.166e+05,0,1.3058,-0.14652,0,0,0,-0.0059263
15,0.040051,-0.0044698,0,-0.0058911,0.083906,0,0,0,1.0391e+06,-1.166e+05,0,1.3058,-0.14652,0,0,0,-0.0059263
15,0.040046,-0.004516,0,-0.0059524,0.083953,0,0,0,1.0389e+06,-1.1777e+05,0,1.3056,-0.14799,0,0,0,-0.0059871
16,0.040017,-0.0047664,0,-0.0062844,0.084205,0,0,0,1.0435e+06,-1.2224e+05,0,1.3113,-0.15361,0,0,0,-0.0062228
16,0.040017,-0.0047664,0,-0.0062844,0.084205,0,0,0,1.0435e+06,-1.2224e+05,0,1.3113,-0.15361,0,0,0,-0.0062228
16,0.039981,-0.0050628,0,-0.0066776,0.084503,0,0,0,1.0423e+06,-1.2997e+05,0,1.3098,-0.16333,0,0,0,-0.0066176
16,0.039981,-0.0050628,0,-0.0066776,0.084503,0,0,0,1.0423e+06,-1.2997e+05,0,1.3098,-0.16333,0,0,0,-0.0066176
16,0.039942,-0.0053589,0,-0.0070707,0.084802,0,0,0,1.0411e+06,-1.3769e+05,0,1.3082,-0.17302,0,0,0,-0.0070124
16,0.039942,-0.0053589,0,-0.0070707,0.084802,0,0,0,1.0411e+06,-1.3769e+05,0,1.3082,-0.17302,0,0,0,-0.0070124
16,0.039901,-0.0056547,0,-0.0074637,0.085101,0,0,0,1.0397e+06,-1.4539e+05,0,1.3066,-0.1827,0,0,0,-0.0074071
16,0.039901,-0.0056547,0,-0.0074637,0.085101,0,0,0,1.0397e+06,-1.4539e+05,0,1.3066,-0.1827,0,0,0,-0.0074071
15,0.039891,-0.0057288,0,-0.0075623,0.085176,0,0,0,1.0339e+06,-1.4848e+05,0,1.2993,-0.18659,0,0,0,-0.0075831
15,0.039858,-0.0059502,0,-0.0078566,0.085399,0,0,0,1.0329e+06,-1.5404e+05,0,1.298,-0.19357,0,0,0,-0.0078749
15,0.039858,-0.0059502,0,-0.0078566,0.085399,0,0,0,1.0329e+06,-1.5404e+05,0,1.298,-0.19357,0,0,0,-0.0078749
