"GeometryIds","Points:0","Points:1","Points:2","a","arc_length","magnetic field strength:0","magnetic field strength:1","magnetic field strength:2","magnetic flux density:0","magnetic flux density:1","magnetic flux density:2","magnetic vector potential:0","magnetic vector potential:1","magnetic vector potential:2"
10,-0.0077531,0.0074292,0,0.0036089,0.0099595,2.0908e+05,-2.0725e+05,0,0.26274,-0.26044,0,0,0,0.0036072
10,-0.0076795,0.0075052,0,0.0036479,0.010065,2.0353e+05,-2.0653e+05,0,0.25576,-0.25953,0,0,0,0.0036457
10,-0.0076757,0.0075092,0,0.0036499,0.010071,2.0319e+05,-2.0647e+05,0,0.25533,-0.25945,0,0,0,0.0036476
10,-0.0076734,0.0075115,0,0.0036511,0.010074,2.03e+05,-2.0642e+05,0,0.2551,-0.2594,0,0,0,0.0036488
10,-0.0075929,0.0075929,0,0.0036925,0.010189,1.9584e+05,-2.0607e+05,0,0.24609,-0.25895,0,0,0,0.003692
10,-0.0075929,0.0075929,0,0.0036925,0.010189,1.9584e+05,-2.0607e+05,0,0.24609,-0.25895,0,0,0,0.003692
10,-0.0075121,0.0076728,0,0.0037329,0.010302,1.8928e+05,-2.0635e+05,0,0.23785,-0.2593,0,0,0,0.0037327
10,-0.0075078,0.007677,0,0.003735,0.010308,1.89e+05,-2.0638e+05,0,0.2375,-0.25935,0,0,0,0.003735
10,-0.0074283,0.0077539,0,0.0037737,0.010419,1.8432e+05,-2.0538e+05,0,0.23162,-0.25809,0,0,0,0.0037752
10,-0.0074206,0.0077613,0,0.0037774,0.010429,1.8404e+05,-2.0537e+05,0,0.23127,-0.25807,0,0,0,0.0037787
10,-0.0073429,0.0078349,0,0.0038143,0.010536,1.8107e+05,-2.0448e+05,0,0.22754,-0.25696,0,0,0,0.0038156
10,-0.0073329,0.0078442,0,0.003819,0.01055,1.8073e+05,-2.0436e+05,0,0.22711,-0.2568,0,0,0,0.0038202
10,-0.0072623,0.0079096,0,0.0038519,0.010646,1.7872e+05,-2.0368e+05,0,0.22458,-0.25595,0,0,0,0.0038502
10,-0.0072517,0.0079194,0,0.0038568,0.010661,1.7844e+05,-2.0357e+05,0,0.22423,-0.25581,0,0,0,0.003855
10,-0.0071737,0.00799,0,0.0038925,0.010766,1.7551e+05,-2.0236e+05,0,0.22055,-0.2543,0,0,0,0.0038913
10,-0.0071679,0.0079953,0,0.0038951,0.010774,1.7529e+05,-2.0219e+05,0,0.22027,-0.25408,0,0,0,0.0038941
10,-0.0071593,0.008003,0,0.003899,0.010785,1.7487e+05,-2.0216e+05,0,0.21975,-0.25404,0,0,0,0.0038979
10,-0.0070849,0.0080689,0,0.0039323,0.010885,1.715e+05,-2.0173e+05,0,0.21552,-0.2535,0,0,0,0.0039325
10,-0.0070769,0.008076,0,0.0039359,0.010895,1.7109e+05,-2.0157e+05,0,0.215,-0.25329,0,0,0,0.0039361
10,-0.0069935,0.0081483,0,0.0039724,0.011006,1.6563e+05,-2.0011e+05,0,0.20814,-0.25147,0,0,0,0.0039717
10,-0.0069882,0.0081529,0,0.0039746,0.011013,1.652e+05,-2.0007e+05,0,0.20759,-0.25142,0,0,0,0.0039739
10,-0.0069023,0.0082258,0,0.0040113,0.011126,1.5744e+05,-2.0006e+05,0,0.19785,-0.2514,0,0,0,0.0040153
10,-0.0069023,0.0082258,0,0.0040113,0.011126,1.5744e+05,-2.0006e+05,0,0.19785,-0.2514,0,0,0,0.0040153
10,-0.0069023,0.0082258,0,0.0040113,0.011126,1.5744e+05,-2.0006e+05,0,0.19785,-0.2514,0,0,0,0.0040153
10,-0.0068124,0.0083004,0,0.0040485,0.011242,1.518e+05,-1.9956e+05,0,0.19076,-0.25077,0,0,0,0.0040521
10,-0.0068079,0.008304,0,0.0040503,0.011248,1.5156e+05,-1.9952e+05,0,0.19045,-0.25073,0,0,0,0.004054
10,-0.0067264,0.0083701,0,0.0040832,0.011353,1.4824e+05,-1.984e+05,0,0.18628,-0.24932,0,0,0,0.0040835
10,-0.0067177,0.0083771,0,0.0040867,0.011364,1.4798e+05,-1.983e+05,0,0.18596,-0.24919,0,0,0,0.0040866
10,-0.0066335,0.0084439,0,0.0041199,0.011472,1.4541e+05,-1.9643e+05,0,0.18273,-0.24685,0,0,0,0.0041193
10,-0.0066261,0.0084498,0,0.0041228,0.011481,1.4523e+05,-1.963e+05,0,0.1825,-0.24668,0,0,0,0.0041223
10,-0.0065404,0.0085163,0,0.0041559,0.01159,1.43e+05,-1.9483e+05,0,0.1797,-0.24483,0,0,0,0.0041554
10,-0.0065324,0.0085224,0,0.004159,0.0116,1.4275e+05,-1.947e+05,0,0.17938,-0.24467,0,0,0,0.0041586
10,-0.0064478,0.0085866,0,0.0041911,0.011706,1.4007e+05,-1.9358e+05,0,0.17602,-0.24327,0,0,0,0.0041907
10,-0.0064392,0.008593,0,0.0041943,0.011717,1.3977e+05,-1.9341e+05,0,0.17564,-0.24304,0,0,0,0.0041937
10,-0.0063531,0.0086569,0,0.0042264,0.011824,1.3628e+05,-1.9205e+05,0,0.17126,-0.24133,0,0,0,0.0042255
10,-0.0063468,0.0086615,0,0.0042287,0.011832,1.3595e+05,-1.919e+05,0,0.17084,-0.24115,0,0,0,0.004228
10,-0.0062564,0.0087271,0,0.0042615,0.011943,1.3089e+05,-1.9034e+05,0,0.16448,-0.23919,0,0,0,0.0042608
10,-0.006251,0.008731,0,0.0042634,0.01195,1.3048e+05,-1.9027e+05,0,0.16397,-0.2391,0,0,0,0.0042626
10,-0.0061591,0.0087961,0,0.004296,0.012063,1.2283e+05,-1.8978e+05,0,0.15435,-0.23848,0,0,0,0.0042993
11,-0.0061591,0.0087961,0,0.004296,0.012063,1.2135e+05,-1.947e+05,0,0.15249,-0.24467,0,0,0,0.0042961
11,-0.0061591,0.0087961,0,0.004296,0.012063,1.2135e+05,-1.947e+05,0,0.15249,-0.24467,0,0,0,0.0042961
11,-0.0061591,0.0087961,0,0.004296,0.012063,1.2135e+05,-1.947e+05,0,0.15249,-0.24467,0,0,0,0.0042961
10,-0.0060631,0.0088625,0,0.004329,0.012179,1.1742e+05,-1.881e+05,0,0.14755,-0.23638,0,0,0,0.0043319
10,-0.0060583,0.0088657,0,0.0043306,0.012185,1.1719e+05,-1.8802e+05,0,0.14726,-0.23627,0,0,0,0.0043336
10,-0.0059719,0.0089241,0,0.0043595,0.012289,1.1434e+05,-1.863e+05,0,0.14369,-0.23411,0,0,0,0.0043596
10,-0.0059621,0.0089307,0,0.0043627,0.012301,1.1412e+05,-1.8613e+05,0,0.14341,-0.2339,0,0,0,0.0043625
10,-0.0058723,0.0089899,0,0.004392,0.012409,1.1191e+05,-1.8388e+05,0,0.14063,-0.23107,0,0,0,0.0043914
10,-0.0058643,0.0089951,0,0.0043945,0.012418,1.1175e+05,-1.837e+05,0,0.14043,-0.23085,0,0,0,0.0043941
10,-0.0057733,0.0090539,0,0.0044237,0.012527,1.0971e+05,-1.8193e+05,0,0.13786,-0.22862,0,0,0,0.0044232
10,-0.0057647,0.0090593,0,0.0044264,0.012537,1.0947e+05,-1.8177e+05,0,0.13756,-0.22842,0,0,0,0.004426
10,-0.0056749,0.0091158,0,0.0044546,0.012643,1.0693e+05,-1.8025e+05,0,0.13437,-0.22651,0,0,0,0.0044541
10,-0.0056658,0.0091216,0,0.0044574,0.012654,1.0661e+05,-1.8002e+05,0,0.13397,-0.22622,0,0,0,0.0044571
10,-0.0055744,0.0091777,0,0.0044855,0.012761,1.0307e+05,-1.7837e+05,0,0.12952,-0.22415,0,0,0,0.0044851
10,-0.0055649,0.0091834,0,0.0044883,0.012772,1.0259e+05,-1.7817e+05,0,0.12892,-0.2239,0,0,0,0.0044879
10,-0.0054737,0.0092381,0,0.0045157,0.012878,98168,-1.7664e+05,0,0.12336,-0.22197,0,0,0,0.0045149
10,-0.0054685,0.0092412,0,0.0045172,0.012884,97938,-1.7647e+05,0,0.12307,-0.22175,0,0,0,0.0045165
10,-0.005369,0.0092994,0,0.0045462,0.013,92037,-1.7323e+05,0,0.11566,-0.21769,0,0,0,0.0045456
11,-0.005369,0.0092994,0,0.0045462,0.013,87699,-1.7879e+05,0,0.11021,-0.22468,0,0,0,0.0045487
11,-0.005369,0.0092994,0,0.0045462,0.013,87699,-1.7879e+05,0,0.11021,-0.22468,0,0,0,0.0045487
10,-0.005369,0.0092994,0,0.0045462,0.013,92037,-1.7323e+05,0,0.11566,-0.21769,0,0,0,0.0045456
10,-0.0052691,0.0093563,0,0.0045744,0.013115,86872,-1.7118e+05,0,0.10917,-0.21511,0,0,0,0.0045742
10,-0.0052649,0.0093587,0,0.0045755,0.013119,86716,-1.7111e+05,0,0.10897,-0.21503,0,0,0,0.0045753
10,-0.0051686,0.0094122,0,0.0046019,0.01323,83416,-1.6878e+05,0,0.10482,-0.21209,0,0,0,0.0046017
10,-0.0051609,0.0094164,0,0.004604,0.013238,83249,-1.6863e+05,0,0.10461,-0.2119,0,0,0,0.0046036
10,-0.0050666,0.0094675,0,0.0046291,0.013346,81275,-1.6636e+05,0,0.10213,-0.20905,0,0,0,0.0046286
10,-0.005058,0.0094721,0,0.0046313,0.013355,81168,-1.6614e+05,0,0.102,-0.20877,0,0,0,0.0046309
10,-0.0049623,0.0095226,0,0.0046563,0.013464,79319,-1.6398e+05,0,0.099675,-0.20606,0,0,0,0.0046559
10,-0.0049532,0.0095273,0,0.0046587,0.013474,79077,-1.6379e+05,0,0.099371,-0.20583,0,0,0,0.0046583
10,-0.0048589,0.0095757,0,0.0046828,0.01358,76748,-1.6188e+05,0,0.096445,-0.20342,0,0,0,0.0046823
10,-0.0048492,0.0095806,0,0.0046852,0.013591,76471,-1.6162e+05,0,0.096096,-0.20309,0,0,0,0.0046848
10,-0.0047533,0.0096286,0,0.0047092,0.013698,73189,-1.5961e+05,0,0.091972,-0.20057,0,0,0,0.0047087
10,-0.0047435,0.0096334,0,0.0047116,0.013709,72775,-1.5931e+05,0,0.091451,-0.20019,0,0,0,0.0047112
10,-0.0046476,0.0096801,0,0.0047349,0.013816,68746,-1.5715e+05,0,0.086388,-0.19748,0,0,0,0.0047342
10,-0.0046422,0.0096826,0,0.0047362,0.013822,68502,-1.5702e+05,0,0.086083,-0.19732,0,0,0,0.0047355
10,-0.0045381,0.0097319,0,0.0047607,0.013937,63522,-1.5281e+05,0,0.079824,-0.19203,0,0,0,0.0047584
10,-0.0045381,0.0097319,0,0.0047607,0.013937,63522,-1.5281e+05,0,0.079824,-0.19203,0,0,0,0.0047584
10,-0.0044355,0.009779,0,0.004784,0.01405,58895,-1.4989e+05,0,0.07401,-0.18836,0,0,0,0.0047833
10,-0.0044317,0.0097808,0,0.0047848,0.014054,58793,-1.498e+05,0,0.073881,-0.18824,0,0,0,0.004784
10,-0.0044283,0.0097823,0,0.0047856,0.014058,58697,-1.4973e+05,0,0.073761,-0.18816,0,0,0,0.0047848
10,-0.0043265,0.0098278,0,0.0048078,0.014169,55681,-1.4669e+05,0,0.069971,-0.18433,0,0,0,0.0048087
10,-0.0043191,0.009831,0,0.0048094,0.014177,55523,-1.4646e+05,0,0.069772,-0.18404,0,0,0,0.0048106
10,-0.0042239,0.0098723,0,0.0048297,0.014281,53815,-1.4413e+05,0,0.067626,-0.18112,0,0,0,0.0048308
10,-0.0042082,0.009879,0,0.0048329,0.014298,53602,-1.4383e+05,0,0.067359,-0.18074,0,0,0,0.0048335
10,-0.0041125,0.0099192,0,0.0048528,0.014402,52070,-1.4138e+05,0,0.065434,-0.17766,0,0,0,0.0048533
10,-0.0041007,0.0099241,0,0.0048552,0.014415,51812,-1.4101e+05,0,0.065109,-0.1772,0,0,0,0.0048561
10,-0.0040089,0.0099615,0,0.0048738,0.014514,49943,-1.3929e+05,0,0.06276,-0.17504,0,0,0,0.0048734
10,-0.0039938,0.0099676,0,0.0048768,0.01453,49568,-1.3896e+05,0,0.06229,-0.17463,0,0,0,0.0048763
10,-0.0038996,0.010005,0,0.0048955,0.014631,46968,-1.3676e+05,0,0.059021,-0.17186,0,0,0,0.0048942
10,-0.0038883,0.010009,0,0.0048977,0.014643,46663,-1.3644e+05,0,0.058639,-0.17146,0,0,0,0.0048963
10,-0.0037865,0.010048,0,0.0049172,0.014752,43240,-1.3331e+05,0,0.054336,-0.16752,0,0,0,0.0049142
10,-0.0037819,0.01005,0,0.0049181,0.014757,43043,-1.3313e+05,0,0.054089,-0.1673,0,0,0,0.0049152
10,-0.0036726,0.01009,0,0.0049382,0.014874,38101,-1.286e+05,0,0.047879,-0.16161,0,0,0,0.0049367
11,-0.0036726,0.01009,0,0.0049382,0.014874,33553,-1.3134e+05,0,0.042164,-0.16505,0,0,0,0.0049393
11,-0.0036726,0.01009,0,0.0049382,0.014874,33553,-1.3134e+05,0,0.042164,-0.16505,0,0,0,0.0049393
11,-0.0036726,0.01009,0,0.0049382,0.014874,33553,-1.3134e+05,0,0.042164,-0.16505,0,0,0,0.0049393
10,-0.0035636,0.010129,0,0.0049574,0.01499,34480,-1.243e+05,0,0.043329,-0.1562,0,0,0,0.0049578
10,-0.0035599,0.010131,0,0.004958,0.014994,34377,-1.2417e+05,0,0.043199,-0.15604,0,0,0,0.0049586
10,-0.0034555,0.010167,0,0.0049756,0.015104,32316,-1.2059e+05,0,0.04061,-0.15154,0,0,0,0.0049751
10,-0.0034454,0.01017,0,0.0049772,0.015115,32140,-1.2036e+05,0,0.040389,-0.15125,0,0,0,0.0049766
10,-0.0033511,0.010202,0,0.0049926,0.015214,30983,-1.178e+05,0,0.038934,-0.14803,0,0,0,0.0049926
10,-0.0033401,0.010205,0,0.0049944,0.015226,30949,-1.1748e+05,0,0.038892,-0.14763,0,0,0,0.0049943
10,-0.0033327,0.010208,0,0.0049956,0.015233,30799,-1.1727e+05,0,0.038703,-0.14736,0,0,0,0.0049956
10,-0.0032326,0.01024,0,0.0050114,0.015339,29559,-1.1446e+05,0,0.037144,-0.14383,0,0,0,0.0050118
10,-0.0032188,0.010244,0,0.0050135,0.015353,29357,-1.1414e+05,0,0.036891,-0.14344,0,0,0,0.0050139
10,-0.0031268,0.010273,0,0.0050277,0.015449,28193,-1.1228e+05,0,0.035429,-0.1411,0,0,0,0.0050267
10,-0.0031137,0.010277,0,0.0050296,0.015463,27982,-1.1189e+05,0,0.035163,-0.14061,0,0,0,0.0050288
10,-0.0030112,0.010307,0,0.0050449,0.01557,25408,-1.0877e+05,0,0.031928,-0.13668,0,0,0,0.005044
10,-0.0029974,0.010311,0,0.0050469,0.015584,24995,-1.0838e+05,0,0.03141,-0.1362,0,0,0,0.0050458
10,-0.0028968,0.01034,0,0.0050614,0.015689,22085,-1.0519e+05,0,0.027753,-0.13219,0,0,0,0.0050607
10,-0.0028903,0.010342,0,0.0050623,0.015696,21940,-1.0494e+05,0,0.027571,-0.13188,0,0,0,0.0050616
11,-0.0027792,0.010372,0,0.0050774,0.015811,13119,-1.0265e+05,0,0.016486,-0.12899,0,0,0,0.0050773
11,-0.0027792,0.010372,0,0.0050774,0.015811,13119,-1.0265e+05,0,0.016486,-0.12899,0,0,0,0.0050773
11,-0.0027792,0.010372,0,0.0050774,0.015811,13119,-1.0265e+05,0,0.016486,-0.12899,0,0,0,0.0050773
11,-0.0027792,0.010372,0,0.0050774,0.015811,13119,-1.0265e+05,0,0.016486,-0.12899,0,0,0,0.0050773
11,-0.0027792,0.010372,0,0.0050774,0.015811,13119,-1.0265e+05,0,0.016486,-0.12899,0,0,0,0.0050773
10,-0.0026692,0.010401,0,0.0050915,0.015925,15657,-94729,0,0.019676,-0.11904,0,0,0,0.0050918
10,-0.002665,0.010402,0,0.0050921,0.015929,15603,-94574,0,0.019607,-0.11884,0,0,0,0.0050923
10,-0.0026605,0.010403,0,0.0050926,0.015934,15526,-94444,0,0.019511,-0.11868,0,0,0,0.0050929
10,-0.0025541,0.01043,0,0.0051055,0.016043,14052,-90959,0,0.017658,-0.1143,0,0,0,0.005106
10,-0.002548,0.010431,0,0.0051062,0.01605,14013,-90731,0,0.017609,-0.11402,0,0,0,0.0051068
10,-0.0024435,0.010456,0,0.0051184,0.016157,13652,-87595,0,0.017155,-0.11008,0,0,0,0.005118
10,-0.002434,0.010458,0,0.0051194,0.016167,13581,-87337,0,0.017066,-0.10975,0,0,0,0.0051191
10,-0.0023287,0.010482,0,0.0051312,0.016275,12793,-84214,0,0.016076,-0.10583,0,0,0,0.0051308
10,-0.0023185,0.010485,0,0.0051323,0.016285,12691,-83918,0,0.015948,-0.10545,0,0,0,0.0051319
10,-0.0022149,0.010507,0,0.0051434,0.016391,11177,-81184,0,0.014045,-0.10202,0,0,0,0.0051434
10,-0.0022021,0.01051,0,0.0051447,0.016404,10991,-80820,0,0.013812,-0.10156,0,0,0,0.0051447
10,-0.0020978,0.010531,0,0.0051555,0.016511,8785.6,-77714,0,0.01104,-0.097658,0,0,0,0.0051554
10,-0.0020874,0.010533,0,0.0051566,0.016521,8471.7,-77349,0,0.010646,-0.097199,0,0,0,0.0051565
10,-0.0019846,0.010553,0,0.0051666,0.016626,6078.1,-74140,0,0.0076379,-0.093167,0,0,0,0.0051657
10,-0.0019783,0.010554,0,0.0051672,0.016632,5966.8,-73906,0,0.0074981,-0.092873,0,0,0,0.0051663
10,-0.0018646,0.010575,0,0.0051775,0.016748,3842.1,-67866,0,0.0048282,-0.085283,0,0,0,0.0051771
10,-0.0018646,0.010575,0,0.0051775,0.016748,3842.1,-67866,0,0.0048282,-0.085283,0,0,0,0.0051771
10,-0.0018646,0.010575,0,0.0051775,0.016748,3842.1,-67866,0,0.0048282,-0.085283,0,0,0,0.0051771
10,-0.0017513,0.010594,0,0.005187,0.016863,2156.6,-63718,0,0.00271,-0.08007,0,0,0,0.0051865
10,-0.0017478,0.010595,0,0.0051873,0.016866,2114,-63569,0,0.0026565,-0.079883,0,0,0,0.0051868
10,-0.0016386,0.010612,0,0.0051956,0.016977,1610.6,-58800,0,0.0020239,-0.073891,0,0,0,0.0051949
10,-0.0016282,0.010614,0,0.0051964,0.016988,1585.3,-58490,0,0.0019922,-0.073501,0,0,0,0.0051956
10,-0.001524,0.010629,0,0.0052038,0.017093,1313.8,-55139,0,0.0016509,-0.06929,0,0,0,0.005204
10,-0.0015074,0.010632,0,0.005205,0.01711,1287.6,-54709,0,0.0016181,-0.068749,0,0,0,0.0052051
10,-0.0014037,0.010646,0,0.005212,0.017214,929.98,-51707,0,0.0011687,-0.064977,0,0,0,0.0052121
10,-0.0013869,0.010648,0,0.005213,0.017231,835.45,-51287,0,0.0010499,-0.064449,0,0,0,0.0052132
10,-0.0012994,0.010659,0,0.0052186,0.017319,373.26,-49767,0,0.00046905,-0.062539,0,0,0,0.0052175
10,-0.0012845,0.010661,0,0.0052195,0.017334,267.29,-49391,0,0.00033589,-0.062067,0,0,0,0.0052184
10,-0.0012339,0.010667,0,0.0052226,0.017385,-321.96,-47419,0,-0.00040459,-0.059589,0,0,0,0.0052221
10,-0.0012226,0.010668,0,0.0052233,0.017397,-421.91,-47085,0,-0.00053019,-0.059168,0,0,0,0.0052228
10,-0.0011733,0.010674,0,0.0052261,0.017446,-865.97,-44929,0,-0.0010882,-0.056459,0,0,0,0.0052263
10,-0.0011635,0.010675,0,0.0052267,0.017456,-908.18,-44498,0,-0.0011413,-0.055917,0,0,0,0.0052269
10,-0.0010589,0.010686,0,0.0052323,0.017561,-1386,-41069,0,-0.0017416,-0.051608,0,0,0,0.0052312
10,-0.0010507,0.010686,0,0.0052327,0.01757,-1384.2,-40738,0,-0.0017394,-0.051192,0,0,0,0.0052316
10,-0.00099525,0.010692,0,0.0052354,0.017625,-2326.9,-36111,0,-0.0029241,-0.045378,0,0,0,0.0052354
10,-0.00099193,0.010692,0,0.0052355,0.017629,-2365.3,-35896,0,-0.0029723,-0.045108,0,0,0,0.0052355
10,-0.00093588,0.010697,0,0.005238,0.017685,-2867.2,-32538,0,-0.003603,-0.040888,0,0,0,0.0052378
10,-0.00087982,0.010702,0,0.0052401,0.017741,-3280.7,-28663,0,-0.0041227,-0.036019,0,0,0,0.0052396
10,-0.00087783,0.010702,0,0.0052402,0.017743,-3291.6,-28490,0,-0.0041364,-0.035802,0,0,0,0.0052397
10,-0.00087606,0.010702,0,0.0052402,0.017745,-3361.3,-28367,0,-0.004224,-0.035647,0,0,0,0.0052397
10,-0.000822,0.010706,0,0.005242,0.017799,-4572,-24675,0,-0.0057453,-0.031007,0,0,0,0.0052419
10,-0.00081779,0.010707,0,0.0052422,0.017803,-4625.2,-24381,0,-0.0058122,-0.030638,0,0,0,0.005242
10,-0.00071305,0.010714,0,0.0052449,0.017908,-5495.8,-19095,0,-0.0069062,-0.023995,0,0,0,0.0052446
10,-0.00070098,0.010715,0,0.0052452,0.017921,-5566.7,-18663,0,-0.0069953,-0.023452,0,0,0,0.0052448
10,-0.00069406,0.010715,0,0.0052454,0.017928,-5746.7,-18450,0,-0.0072215,-0.023185,0,0,0,0.005245
10,-0.00058672,0.010722,0,0.0052476,0.018035,-7247.1,-14954,0,-0.009107,-0.018792,0,0,0,0.0052474
10,-0.00057586,0.010723,0,0.0052478,0.018046,-7415.6,-14689,0,-0.0093187,-0.018459,0,0,0,0.0052476
10,-0.00047734,0.010727,0,0.0052495,0.018145,-8779.9,-12609,0,-0.011033,-0.015845,0,0,0,0.0052491
10,-0.00046731,0.010728,0,0.0052497,0.018155,-8899.3,-12368,0,-0.011183,-0.015542,0,0,0,0.0052492
10,-0.00045703,0.010728,0,0.0052498,0.018165,-9092,-12173,0,-0.011425,-0.015296,0,0,0,0.0052494
10,-0.00035405,0.010732,0,0.0052513,0.018268,-10859,-10212,0,-0.013646,-0.012833,0,0,0,0.005251
10,-0.00033703,0.010733,0,0.0052515,0.018285,-11154,-9921.8,0,-0.014016,-0.012468,0,0,0,0.0052512
10,-0.00023997,0.010735,0,0.0052526,0.018382,-12770,-8330.3,0,-0.016047,-0.010468,0,0,0,0.0052522
10,-0.00023026,0.010736,0,0.0052527,0.018392,-12973,-8089.4,0,-0.016302,-0.010165,0,0,0,0.0052523
10,-0.0001795,0.010736,0,0.0052532,0.018443,-13978,-6442.7,0,-0.017565,-0.0080962,0,0,0,0.0052528
10,-0.00017214,0.010737,0,0.0052532,0.01845,-14074,-6236.1,0,-0.017686,-0.0078365,0,0,0,0.0052529
10,-0.00011987,0.010737,0,0.0052536,0.018502,-14783,-4634.2,0,-0.018577,-0.0058235,0,0,0,0.0052532
10,-0.00011503,0.010737,0,0.0052536,0.018507,-14838,-4476.7,0,-0.018647,-0.0056256,0,0,0,0.0052532
10,-5.9916e-05,0.010738,0,0.0052539,0.018562,-15354,-2354.8,0,-0.019295,-0.0029592,0,0,0,0.0052534
10,-5.7248e-05,0.010738,0,0.0052539,0.018565,-15368,-2265.9,0,-0.019312,-0.0028474,0,0,0,0.0052534
10,1.8906e-18,0.010738,0,0.005254,0.018622,-15574,113.66,0,-0.019571,0.00014283,0,0,0,0.0052535
10,5.7221e-05,0.010738,0,0.0052539,0.018679,-15379,2281.4,0,-0.019326,0.0028669,0,0,0,0.0052534
10,5.9914e-05,0.010738,0,0.0052539,0.018682,-15365,2372.8,0,-0.019308,0.0029818,0,0,0,0.0052534
10,0.00011453,0.010737,0,0.0052536,0.018737,-14752,4394.7,0,-0.018538,0.0055226,0,0,0,0.0052532
10,0.00011961,0.010737,0,0.0052536,0.018742,-14694,4570.1,0,-0.018464,0.0057429,0,0,0,0.0052532
10,0.00017209,0.010737,0,0.0052532,0.018794,-13751,6228.8,0,-0.01728,0.0078273,0,0,0,0.0052527
10,0.00018135,0.010736,0,0.0052532,0.018803,-13607,6431.6,0,-0.017099,0.0080822,0,0,0,0.0052526
10,0.00023524,0.010735,0,0.0052527,0.018857,-12312,8453.9,0,-0.015472,0.010623,0,0,0,0.0052521
10,0.00024613,0.010735,0,0.0052526,0.018868,-12156,8696.4,0,-0.015276,0.010928,0,0,0,0.005252
10,0.00034121,0.010733,0,0.0052514,0.018963,-10792,10097,0,-0.013561,0.012689,0,0,0,0.0052511
10,0.00035877,0.010732,0,0.0052512,0.018981,-10471,10371,0,-0.013158,0.013032,0,0,0,0.0052508
10,0.00046056,0.010728,0,0.0052498,0.019083,-8858.7,12344,0,-0.011132,0.015512,0,0,0,0.0052492
10,0.0004777,0.010727,0,0.0052495,0.0191,-8600.1,12701,0,-0.010807,0.015961,0,0,0,0.005249
10,0.00058213,0.010722,0,0.0052477,0.019204,-7141.4,15227,0,-0.0089742,0.019135,0,0,0,0.0052472
10,0.00059306,0.010722,0,0.0052475,0.019215,-6973.8,15583,0,-0.0087635,0.019582,0,0,0,0.005247
10,0.0006959,0.010715,0,0.0052454,0.019318,-5266.9,18474,0,-0.0066186,0.023216,0,0,0,0.0052449
10,0.00070643,0.010715,0,0.0052451,0.019329,-5003.5,18829,0,-0.0062875,0.023661,0,0,0,0.0052447
10,0.00081735,0.010707,0,0.0052422,0.01944,-3095.3,24662,0,-0.0038897,0.030991,0,0,0,0.0052416
10,0.00082215,0.010706,0,0.005242,0.019445,-3008.4,24939,0,-0.0037804,0.031339,0,0,0,0.0052414
10,0.00093588,0.010697,0,0.005238,0.019559,-2056.4,32297,0,-0.0025842,0.040585,0,0,0,0.0052378
10,0.00093588,0.010697,0,0.005238,0.019559,-2056.4,32297,0,-0.0025842,0.040585,0,0,0,0.0052378
10,0.001047,0.010687,0,0.0052329,0.019671,-1262.5,38796,0,-0.0015865,0.048752,0,0,0,0.0052332
10,0.0010511,0.010686,0,0.0052328,0.019675,-1217.5,39037,0,-0.0015299,0.049055,0,0,0,0.005233
10,0.0010552,0.010686,0,0.0052326,0.019679,-1238.2,39329,0,-0.0015559,0.049423,0,0,0,0.0052327
10,0.0011595,0.010675,0,0.0052269,0.019784,-330.34,44392,0,-0.00041511,0.055784,0,0,0,0.005227
10,0.0011713,0.010674,0,0.0052263,0.019796,-253.37,44752,0,-0.0003184,0.056237,0,0,0,0.0052264
10,0.0012779,0.010662,0,0.0052199,0.019903,556.17,48445,0,0.00069891,0.060878,0,0,0,0.0052201
10,0.0012897,0.01066,0,0.0052192,0.019915,598.62,48820,0,0.00075225,0.061349,0,0,0,0.0052193
10,0.0013931,0.010647,0,0.0052126,0.020019,1013.3,51661,0,0.0012734,0.064919,0,0,0,0.0052125
10,0.0014092,0.010645,0,0.0052116,0.020035,1076.2,52100,0,0.0013524,0.065471,0,0,0,0.0052114
10,0.0015104,0.010631,0,0.0052048,0.020137,1143.3,54967,0,0.0014367,0.069074,0,0,0,0.0052044
10,0.0015264,0.010629,0,0.0052037,0.020154,1089.8,55416,0,0.0013695,0.069638,0,0,0,0.0052034
10,0.0016262,0.010614,0,0.0051965,0.020255,1227.5,58254,0,0.0015425,0.073204,0,0,0,0.0051963
10,0.0016369,0.010612,0,0.0051958,0.020265,1314.1,58570,0,0.0016513,0.073601,0,0,0,0.0051956
10,0.0017462,0.010595,0,0.0051874,0.020376,1843.9,62917,0,0.0023172,0.079064,0,0,0,0.0051875
10,0.0017506,0.010594,0,0.005187,0.020381,1882.2,63099,0,0.0023652,0.079293,0,0,0,0.0051871
10,0.0018646,0.010575,0,0.0051775,0.020496,3453,68313,0,0.0043391,0.085845,0,0,0,0.0051766
10,0.0018646,0.010575,0,0.0051775,0.020496,3453,68313,0,0.0043391,0.085845,0,0,0,0.0051766
10,0.0018646,0.010575,0,0.0051775,0.020496,3453,68313,0,0.0043391,0.085845,0,0,0,0.0051766
10,0.001979,0.010554,0,0.0051672,0.020612,6470.4,73824,0,0.008131,0.09277,0,0,0,0.0051653
10,0.0019837,0.010553,0,0.0051667,0.020617,6613.7,74037,0,0.0083111,0.093038,0,0,0,0.0051648
10,0.0020923,0.010532,0,0.005156,0.020728,9261.1,78078,0,0.011638,0.098116,0,0,0,0.0051538
