"GeometryIds","Points:0","Points:1","Points:2","a","arc_length","magnetic field strength:0","magnetic field strength:1","magnetic field strength:2","magnetic flux density:0","magnetic flux density:1","magnetic flux density:2","magnetic vector potential:0","magnetic vector potential:1","magnetic vector potential:2"
10,0.0021037,0.01053,0,0.0051549,0.020739,9406.9,78407,0,0.011821,0.098529,0,0,0,0.0051528
10,0.0022099,0.010508,0,0.005144,0.020848,11344,81630,0,0.014256,0.10258,0,0,0,0.0051418
10,0.0022195,0.010506,0,0.0051429,0.020858,11483,81952,0,0.01443,0.10298,0,0,0,0.0051407
10,0.0023209,0.010484,0,0.005132,0.020961,12326,84468,0,0.015489,0.10615,0,0,0,0.005131
10,0.0023328,0.010481,0,0.0051307,0.020974,12390,84814,0,0.015569,0.10658,0,0,0,0.0051297
10,0.0024307,0.010459,0,0.0051198,0.021074,13068,87123,0,0.016421,0.10948,0,0,0,0.0051194
10,0.0024434,0.010456,0,0.0051184,0.021087,13161,87420,0,0.016539,0.10986,0,0,0,0.0051181
10,0.002548,0.010431,0,0.0051062,0.021195,13878,90812,0,0.01744,0.11412,0,0,0,0.0051069
10,0.0025541,0.01043,0,0.0051055,0.021201,13960,91048,0,0.017543,0.11441,0,0,0,0.005106
10,0.0026605,0.010403,0,0.0050926,0.021311,15457,94585,0,0.019424,0.11886,0,0,0,0.0050927
10,0.002665,0.010402,0,0.005092,0.021315,15531,94722,0,0.019517,0.11903,0,0,0,0.0050922
10,0.0026696,0.010401,0,0.0050915,0.02132,15595,94882,0,0.019598,0.11923,0,0,0,0.0050917
10,0.0027792,0.010372,0,0.0050774,0.021433,18198,1.0027e+05,0,0.022868,0.126,0,0,0,0.0050761
11,0.0027792,0.010372,0,0.0050774,0.021433,12861,1.0288e+05,0,0.016161,0.12928,0,0,0,0.0050779
11,0.0027792,0.010372,0,0.0050774,0.021433,12861,1.0288e+05,0,0.016161,0.12928,0,0,0,0.0050779
10,0.0027792,0.010372,0,0.0050774,0.021433,18198,1.0027e+05,0,0.022868,0.126,0,0,0,0.0050761
10,0.0028891,0.010342,0,0.0050624,0.021547,21809,1.0473e+05,0,0.027406,0.13161,0,0,0,0.0050608
10,0.0028967,0.01034,0,0.0050613,0.021555,22014,1.0495e+05,0,0.027664,0.13189,0,0,0,0.00506
10,0.0030026,0.01031,0,0.0050461,0.021665,25679,1.0813e+05,0,0.032269,0.13588,0,0,0,0.005045
10,0.0030084,0.010308,0,0.0050453,0.021671,25915,1.0842e+05,0,0.032566,0.13625,0,0,0,0.0050438
10,0.0031127,0.010277,0,0.0050298,0.02178,27995,1.1182e+05,0,0.03518,0.14052,0,0,0,0.0050293
10,0.0031268,0.010273,0,0.0050276,0.021795,28178,1.1216e+05,0,0.03541,0.14095,0,0,0,0.0050273
10,0.0032188,0.010244,0,0.0050135,0.021891,29393,1.1407e+05,0,0.036937,0.14335,0,0,0,0.0050139
10,0.0032326,0.01024,0,0.0050114,0.021906,29587,1.1443e+05,0,0.03718,0.14379,0,0,0,0.0050117
10,0.0033327,0.010208,0,0.0049955,0.022011,30784,1.1731e+05,0,0.038684,0.14742,0,0,0,0.0049955
10,0.0033401,0.010205,0,0.0049943,0.022019,30918,1.1753e+05,0,0.038853,0.14769,0,0,0,0.0049943
10,0.0033511,0.010202,0,0.0049926,0.02203,30955,1.1785e+05,0,0.038899,0.1481,0,0,0,0.0049926
10,0.0034454,0.01017,0,0.0049772,0.02213,31991,1.2044e+05,0,0.040201,0.15135,0,0,0,0.0049768
10,0.0034554,0.010167,0,0.0049756,0.02214,32160,1.2071e+05,0,0.040413,0.15169,0,0,0,0.0049751
10,0.0035594,0.010131,0,0.004958,0.02225,34042,1.2461e+05,0,0.042778,0.15659,0,0,0,0.0049585
10,0.0035649,0.010129,0,0.0049571,0.022256,34157,1.2478e+05,0,0.042923,0.1568,0,0,0,0.0049576
10,0.0036726,0.01009,0,0.0049381,0.02237,37880,1.285e+05,0,0.047602,0.16148,0,0,0,0.0049385
11,0.0036726,0.01009,0,0.0049381,0.02237,33366,1.314e+05,0,0.041929,0.16513,0,0,0,0.0049389
11,0.0036726,0.01009,0,0.0049381,0.02237,33366,1.314e+05,0,0.041929,0.16513,0,0,0,0.0049389
11,0.0036726,0.01009,0,0.0049381,0.02237,33366,1.314e+05,0,0.041929,0.16513,0,0,0,0.0049389
10,0.0037794,0.010051,0,0.0049185,0.022484,42565,1.3253e+05,0,0.053488,0.16654,0,0,0,0.0049172
10,0.0037859,0.010048,0,0.0049173,0.022491,42802,1.3268e+05,0,0.053787,0.16673,0,0,0,0.0049162
10,0.0038886,0.010009,0,0.0048976,0.022601,46919,1.3598e+05,0,0.058961,0.17088,0,0,0,0.0048967
10,0.0038973,0.010006,0,0.0048959,0.02261,47241,1.3634e+05,0,0.059365,0.17133,0,0,0,0.0048947
10,0.0039943,0.0099674,0,0.0048767,0.022715,49932,1.3882e+05,0,0.062746,0.17445,0,0,0,0.004875
10,0.0040099,0.0099611,0,0.0048736,0.022732,50228,1.3913e+05,0,0.063119,0.17484,0,0,0,0.0048725
10,0.0041065,0.0099217,0,0.004854,0.022836,52384,1.4101e+05,0,0.065828,0.1772,0,0,0,0.0048529
10,0.0041135,0.0099188,0,0.0048526,0.022843,52589,1.4126e+05,0,0.066085,0.17751,0,0,0,0.0048509
10,0.0042132,0.0098769,0,0.0048319,0.022952,54099,1.4377e+05,0,0.067983,0.18066,0,0,0,0.0048315
10,0.0042221,0.0098731,0,0.0048301,0.022961,54211,1.4399e+05,0,0.068123,0.18094,0,0,0,0.0048296
10,0.0043207,0.0098303,0,0.0048091,0.023069,55721,1.4668e+05,0,0.070021,0.18433,0,0,0,0.0048087
10,0.0043286,0.0098268,0,0.0048074,0.023077,55859,1.4687e+05,0,0.070194,0.18457,0,0,0,0.0048071
10,0.0044292,0.0097819,0,0.0047854,0.023188,58583,1.4987e+05,0,0.073617,0.18833,0,0,0,0.0047851
10,0.0044336,0.0097799,0,0.0047844,0.023192,58721,1.4997e+05,0,0.073791,0.18846,0,0,0,0.0047841
10,0.0045381,0.0097319,0,0.0047607,0.023307,63269,1.5309e+05,0,0.079507,0.19238,0,0,0,0.00476
10,0.0045381,0.0097319,0,0.0047607,0.023307,63269,1.5309e+05,0,0.079507,0.19238,0,0,0,0.00476
10,0.0046422,0.0096826,0,0.0047362,0.023423,68558,1.5628e+05,0,0.086153,0.19639,0,0,0,0.0047354
10,0.0046463,0.0096807,0,0.0047352,0.023427,68726,1.5645e+05,0,0.086364,0.1966,0,0,0,0.0047344
10,0.0047456,0.0096324,0,0.0047111,0.023537,73031,1.5934e+05,0,0.091773,0.20023,0,0,0,0.0047101
10,0.0047542,0.0096281,0,0.004709,0.023547,73356,1.5957e+05,0,0.092182,0.20052,0,0,0,0.0047081
10,0.0048498,0.0095804,0,0.0046851,0.023654,76528,1.6164e+05,0,0.096168,0.20312,0,0,0,0.0046844
10,0.0048589,0.0095757,0,0.0046828,0.023664,76781,1.6192e+05,0,0.096486,0.20348,0,0,0,0.0046819
10,0.0049532,0.0095273,0,0.0046587,0.02377,79066,1.6377e+05,0,0.099357,0.2058,0,0,0,0.0046583
10,0.0049623,0.0095226,0,0.0046564,0.02378,79306,1.6395e+05,0,0.099658,0.20602,0,0,0,0.0046559
10,0.005058,0.0094721,0,0.0046314,0.023889,81120,1.6607e+05,0,0.10194,0.20869,0,0,0,0.004631
10,0.0050665,0.0094675,0,0.0046292,0.023898,81225,1.6629e+05,0,0.10207,0.20897,0,0,0,0.0046287
10,0.005161,0.0094164,0,0.004604,0.024006,83217,1.6864e+05,0,0.10457,0.21192,0,0,0,0.0046036
10,0.0051686,0.0094122,0,0.0046019,0.024014,83383,1.6879e+05,0,0.10478,0.21211,0,0,0,0.0046017
10,0.0052649,0.0093587,0,0.0045756,0.024125,86606,1.7113e+05,0,0.10883,0.21505,0,0,0,0.0045754
10,0.0052691,0.0093563,0,0.0045744,0.024129,86784,1.7121e+05,0,0.10906,0.21515,0,0,0,0.0045741
11,0.005369,0.0092994,0,0.0045463,0.024244,87757,1.788e+05,0,0.11028,0.22469,0,0,0,0.004548
11,0.005369,0.0092994,0,0.0045463,0.024244,87757,1.788e+05,0,0.11028,0.22469,0,0,0,0.004548
11,0.005369,0.0092994,0,0.0045463,0.024244,87757,1.788e+05,0,0.11028,0.22469,0,0,0,0.004548
11,0.005369,0.0092994,0,0.0045463,0.024244,87757,1.788e+05,0,0.11028,0.22469,0,0,0,0.004548
10,0.005466,0.0092427,0,0.004518,0.024357,96862,1.7635e+05,0,0.12172,0.22161,0,0,0,0.0045202
10,0.0054706,0.0092399,0,0.0045167,0.024362,97206,1.7646e+05,0,0.12215,0.22174,0,0,0,0.0045187
10,0.0055626,0.0091848,0,0.0044891,0.024469,1.0213e+05,1.7783e+05,0,0.12834,0.22347,0,0,0,0.00449
10,0.005569,0.0091809,0,0.0044872,0.024477,1.0252e+05,1.7794e+05,0,0.12883,0.2236,0,0,0,0.004488
10,0.0055776,0.0091757,0,0.0044846,0.024487,1.0275e+05,1.7821e+05,0,0.12912,0.22394,0,0,0,0.0044858
10,0.0056679,0.0091202,0,0.0044568,0.024593,1.068e+05,1.8061e+05,0,0.13421,0.22696,0,0,0,0.0044549
10,0.0056789,0.0091134,0,0.0044534,0.024606,1.0708e+05,1.8087e+05,0,0.13456,0.22729,0,0,0,0.0044513
10,0.0057606,0.009062,0,0.0044277,0.024702,1.0898e+05,1.8197e+05,0,0.13695,0.22867,0,0,0,0.0044268
10,0.0057756,0.0090524,0,0.004423,0.02472,1.0936e+05,1.8216e+05,0,0.13743,0.22891,0,0,0,0.0044225
10,0.0058639,0.0089955,0,0.0043948,0.024825,1.1161e+05,1.8374e+05,0,0.14026,0.23089,0,0,0,0.0043942
10,0.0058723,0.0089899,0,0.004392,0.024835,1.1185e+05,1.8395e+05,0,0.14056,0.23115,0,0,0,0.0043909
10,0.0059621,0.0089307,0,0.0043627,0.024943,1.1416e+05,1.8623e+05,0,0.14346,0.23403,0,0,0,0.0043625
10,0.0059719,0.0089241,0,0.0043595,0.024955,1.1439e+05,1.8638e+05,0,0.14374,0.23422,0,0,0,0.0043596
10,0.0060583,0.0088657,0,0.0043306,0.025059,1.173e+05,1.8803e+05,0,0.1474,0.23629,0,0,0,0.0043336
10,0.0060631,0.0088625,0,0.004329,0.025065,1.1753e+05,1.8812e+05,0,0.1477,0.2364,0,0,0,0.0043319
11,0.0061591,0.0087961,0,0.0042961,0.025181,1.2068e+05,1.9486e+05,0,0.15165,0.24486,0,0,0,0.0042975
11,0.0061591,0.0087961,0,0.0042961,0.025181,1.2068e+05,1.9486e+05,0,0.15165,0.24486,0,0,0,0.0042975
11,0.0061591,0.0087961,0,0.0042961,0.025181,1.2068e+05,1.9486e+05,0,0.15165,0.24486,0,0,0,0.0042975
10,0.0061591,0.0087961,0,0.0042961,0.025181,1.2274e+05,1.8961e+05,0,0.15424,0.23828,0,0,0,0.0042994
10,0.006251,0.008731,0,0.0042635,0.025294,1.298e+05,1.9073e+05,0,0.16311,0.23968,0,0,0,0.0042643
10,0.006256,0.0087273,0,0.0042618,0.0253,1.3017e+05,1.9082e+05,0,0.16357,0.23979,0,0,0,0.0042626
10,0.0063443,0.0086633,0,0.0042296,0.025409,1.3536e+05,1.9201e+05,0,0.1701,0.24128,0,0,0,0.0042304
10,0.0063528,0.0086571,0,0.0042265,0.02542,1.3581e+05,1.9215e+05,0,0.17066,0.24146,0,0,0,0.0042276
10,0.0064395,0.0085928,0,0.0041942,0.025528,1.3993e+05,1.9331e+05,0,0.17584,0.24292,0,0,0,0.0041936
10,0.0064479,0.0085865,0,0.0041911,0.025538,1.4026e+05,1.935e+05,0,0.17626,0.24316,0,0,0,0.0041901
10,0.0065333,0.0085217,0,0.0041587,0.025646,1.4284e+05,1.9494e+05,0,0.1795,0.24497,0,0,0,0.0041568
10,0.0065429,0.0085143,0,0.004155,0.025658,1.4308e+05,1.9512e+05,0,0.1798,0.2452,0,0,0,0.0041533
10,0.0066261,0.0084497,0,0.0041228,0.025763,1.452e+05,1.9642e+05,0,0.18246,0.24683,0,0,0,0.0041216
10,0.0066335,0.0084439,0,0.0041199,0.025772,1.4541e+05,1.9656e+05,0,0.18273,0.247,0,0,0,0.0041183
10,0.0067177,0.0083771,0,0.0040867,0.02588,1.4799e+05,1.9836e+05,0,0.18596,0.24926,0,0,0,0.0040866
10,0.0067264,0.0083701,0,0.0040832,0.025891,1.4824e+05,1.9845e+05,0,0.18628,0.24937,0,0,0,0.0040835
10,0.0068079,0.008304,0,0.0040503,0.025996,1.5156e+05,1.9956e+05,0,0.19045,0.25077,0,0,0,0.004054
10,0.0068124,0.0083004,0,0.0040485,0.026002,1.518e+05,1.996e+05,0,0.19076,0.25082,0,0,0,0.0040521
10,0.0069023,0.0082258,0,0.0040113,0.026119,1.5742e+05,2.001e+05,0,0.19782,0.25145,0,0,0,0.0040153
10,0.0069023,0.0082258,0,0.0040113,0.026119,1.5742e+05,2.001e+05,0,0.19782,0.25145,0,0,0,0.0040153
10,0.0069023,0.0082258,0,0.0040113,0.026119,1.5742e+05,2.001e+05,0,0.19782,0.25145,0,0,0,0.0040153
10,0.0069882,0.0081529,0,0.0039746,0.026231,1.6497e+05,2.0026e+05,0,0.2073,0.25166,0,0,0,0.0039754
10,0.0069929,0.0081488,0,0.0039726,0.026237,1.6536e+05,2.0029e+05,0,0.2078,0.25169,0,0,0,0.0039735
10,0.0070754,0.0080772,0,0.0039365,0.026347,1.7046e+05,2.0115e+05,0,0.21421,0.25277,0,0,0,0.0039397
10,0.0070815,0.0080719,0,0.0039338,0.026355,1.7087e+05,2.0128e+05,0,0.21472,0.25294,0,0,0,0.0039368
10,0.007161,0.0080015,0,0.0038982,0.026461,1.7503e+05,2.0208e+05,0,0.21995,0.25394,0,0,0,0.0038968
10,0.0071682,0.007995,0,0.003895,0.026471,1.7535e+05,2.0217e+05,0,0.22035,0.25405,0,0,0,0.0038938
10,0.0071767,0.0079874,0,0.0038911,0.026482,1.7562e+05,2.0231e+05,0,0.22069,0.25423,0,0,0,0.0038904
10,0.0072527,0.0079184,0,0.0038564,0.026585,1.7845e+05,2.0316e+05,0,0.22425,0.2553,0,0,0,0.0038538
10,0.0072587,0.007913,0,0.0038536,0.026593,1.7869e+05,2.0328e+05,0,0.22455,0.25545,0,0,0,0.0038501
10,0.0073364,0.0078409,0,0.0038174,0.026699,1.8119e+05,2.0415e+05,0,0.22768,0.25654,0,0,0,0.0038166
10,0.0073435,0.0078343,0,0.003814,0.026708,1.8139e+05,2.0424e+05,0,0.22794,0.25665,0,0,0,0.0038136
10,0.0074228,0.0077592,0,0.0037763,0.026818,1.845e+05,2.0536e+05,0,0.23185,0.25806,0,0,0,0.0037759
10,0.0074285,0.0077538,0,0.0037736,0.026826,1.8469e+05,2.0536e+05,0,0.23209,0.25806,0,0,0,0.0037733
10,0.0075077,0.0076771,0,0.003735,0.026936,1.8898e+05,2.0567e+05,0,0.23748,0.25846,0,0,0,0.0037349
10,0.0075112,0.0076737,0,0.0037333,0.026941,1.8922e+05,2.0559e+05,0,0.23778,0.25836,0,0,0,0.0037331
10,0.0075929,0.0075929,0,0.0036925,0.027056,1.9579e+05,2.0555e+05,0,0.24603,0.2583,0,0,0,0.003692
10,0.0075929,0.0075929,0,0.0036925,0.027056,1.9579e+05,2.0555e+05,0,0.24603,0.2583,0,0,0,0.003692
10,0.0076736,0.0075113,0,0.0036509,0.02717,2.0328e+05,2.0541e+05,0,0.25545,0.25812,0,0,0,0.00365
10,0.0076768,0.0075081,0,0.0036493,0.027175,2.0359e+05,2.0544e+05,0,0.25584,0.25816,0,0,0,0.0036482
10,0.0077543,0.0074279,0,0.0036082,0.027286,2.0944e+05,2.0667e+05,0,0.26319,0.25971,0,0,0,0.0036075
10,0.007761,0.007421,0,0.0036047,0.027296,2.0982e+05,2.0679e+05,0,0.26367,0.25986,0,0,0,0.0036038
10,0.0078322,0.0073458,0,0.003566,0.0274,2.1354e+05,2.073e+05,0,0.26834,0.2605,0,0,0,0.0035652
10,0.007841,0.0073363,0,0.0035612,0.027413,2.1399e+05,2.0752e+05,0,0.26891,0.26077,0,0,0,0.0035607
10,0.0079129,0.0072588,0,0.0035214,0.027518,2.1722e+05,2.0882e+05,0,0.27297,0.26241,0,0,0,0.0035208
10,0.0079208,0.0072502,0,0.003517,0.02753,2.1753e+05,2.09e+05,0,0.27336,0.26263,0,0,0,0.0035165
10,0.0079918,0.0071718,0,0.0034766,0.027636,2.2046e+05,2.1061e+05,0,0.27704,0.26466,0,0,0,0.0034762
10,0.0079997,0.007163,0,0.0034721,0.027648,2.2082e+05,2.1074e+05,0,0.27749,0.26483,0,0,0,0.0034714
10,0.0080698,0.007084,0,0.0034314,0.027753,2.2433e+05,2.126e+05,0,0.2819,0.26716,0,0,0,0.0034308
10,0.0080782,0.0070744,0,0.0034264,0.027766,2.2476e+05,2.1266e+05,0,0.28244,0.26724,0,0,0,0.0034259
10,0.0081469,0.0069952,0,0.0033853,0.027871,2.2962e+05,2.1344e+05,0,0.28854,0.26821,0,0,0,0.0033857
10,0.0081517,0.0069895,0,0.0033824,0.027878,2.3004e+05,2.135e+05,0,0.28907,0.26829,0,0,0,0.0033828
10,0.0082258,0.0069023,0,0.0033367,0.027993,2.3802e+05,2.146e+05,0,0.29911,0.26967,0,0,0,0.003337
10,0.0082258,0.0069023,0,0.0033367,0.027993,2.3802e+05,2.146e+05,0,0.29911,0.26967,0,0,0,0.003337
10,0.0082982,0.006815,0,0.0032904,0.028106,2.4651e+05,2.1619e+05,0,0.30977,0.27167,0,0,0,0.0032863
10,0.0083041,0.0068078,0,0.0032866,0.028115,2.4709e+05,2.1639e+05,0,0.31051,0.27192,0,0,0,0.0032831
10,0.0083731,0.0067228,0,0.003241,0.028225,2.5378e+05,2.1986e+05,0,0.31891,0.27629,0,0,0,0.0032381
10,0.0083789,0.0067155,0,0.0032371,0.028234,2.5454e+05,2.2041e+05,0,0.31987,0.27698,0,0,0,0.0032331
10,0.0084418,0.0066362,0,0.003194,0.028335,2.5806e+05,2.2532e+05,0,0.32429,0.28314,0,0,0,0.0031946
10,0.0084505,0.0066251,0,0.0031879,0.028349,2.5863e+05,2.262e+05,0,0.32501,0.28425,0,0,0,0.0031883
10,0.0085121,0.0065457,0,0.0031442,0.02845,2.6267e+05,2.3376e+05,0,0.33009,0.29375,0,0,0,0.003143
10,0.008519,0.0065368,0,0.0031393,0.028461,2.6341e+05,2.3469e+05,0,0.33101,0.29492,0,0,0,0.003138
10,0.0085239,0.0065304,0,0.0031357,0.028469,2.6347e+05,2.3562e+05,0,0.33108,0.29609,0,0,0,0.0031347
10,0.0085867,0.0064477,0,0.0030896,0.028573,2.6551e+05,2.4975e+05,0,0.33365,0.31384,0,0,0,0.0030833
10,0.0085916,0.0064412,0,0.0030859,0.028581,2.6608e+05,2.5091e+05,0,0.33437,0.3153,0,0,0,0.0030795
10,0.0085982,0.0064323,0,0.0030807,0.028592,2.6582e+05,2.5254e+05,0,0.33404,0.31735,0,0,0,0.0030751
10,0.0086578,0.006352,0,0.0030353,0.028692,2.5947e+05,2.6654e+05,0,0.32605,0.33495,0,0,0,0.003035
10,0.008663,0.0063448,0,0.0030312,0.028701,2.5856e+05,2.6853e+05,0,0.32491,0.33745,0,0,0,0.0030308
10,0.0086929,0.0063038,0,0.003008,0.028752,2.5255e+05,2.7897e+05,0,0.31737,0.35056,0,0,0,0.0030045
10,0.008697,0.0062982,0,0.0030048,0.028759,2.515e+05,2.8066e+05,0,0.31605,0.35269,0,0,0,0.0030012
10,0.0087272,0.0062562,0,0.0029811,0.028811,2.4184e+05,2.8907e+05,0,0.30391,0.36326,0,0,0,0.0029787
10,0.0087301,0.0062522,0,0.0029788,0.028816,2.4072e+05,2.9008e+05,0,0.30249,0.36453,0,0,0,0.0029766
10,0.0087612,0.0062085,0,0.0029549,0.028869,2.2784e+05,2.9768e+05,0,0.28631,0.37407,0,0,0,0.0029552
10,0.0087622,0.0062071,0,0.002954,0.028871,2.2716e+05,2.9804e+05,0,0.28546,0.37453,0,0,0,0.0029542
10,0.0087961,0.0061591,0,0.0029284,0.02893,2.0682e+05,3.0079e+05,0,0.25989,0.37799,0,0,0,0.0029216
11,0.0087961,0.0061591,0,0.0029284,0.02893,2.1173e+05,2.7969e+05,0,0.26607,0.35147,0,0,0,0.0029272
11,0.0087961,0.0061591,0,0.0029284,0.02893,2.1173e+05,2.7969e+05,0,0.26607,0.35147,0,0,0,0.0029272
11,0.0087961,0.0061591,0,0.0029284,0.02893,2.1173e+05,2.7969e+05,0,0.26607,0.35147,0,0,0,0.0029272
10,0.0088606,0.0060659,0,0.0028824,0.029043,1.7864e+05,2.8387e+05,0,0.22449,0.35672,0,0,0,0.0028817
10,0.0088632,0.006062,0,0.0028806,0.029048,1.7722e+05,2.8221e+05,0,0.2227,0.35464,0,0,0,0.0028796
10,0.0089221,0.0059749,0,0.0028424,0.029153,1.5832e+05,2.5045e+05,0,0.19895,0.31472,0,0,0,0.0028357
10,0.008929,0.0059646,0,0.0028381,0.029165,1.5662e+05,2.4769e+05,0,0.19681,0.31126,0,0,0,0.0028322
10,0.0089328,0.0059588,0,0.0028359,0.029172,1.5682e+05,2.4546e+05,0,0.19707,0.30845,0,0,0,0.0028301
10,0.0089921,0.0058691,0,0.0028002,0.02928,1.5415e+05,2.1876e+05,0,0.19371,0.27491,0,0,0,0.0027939
10,0.008998,0.00586,0,0.002797,0.029291,1.5413e+05,2.1618e+05,0,0.19369,0.27166,0,0,0,0.0027908
10,0.0090515,0.0057771,0,0.0027663,0.029389,1.545e+05,1.9397e+05,0,0.19415,0.24375,0,0,0,0.002761
10,0.0090569,0.0057686,0,0.0027633,0.029399,1.5438e+05,1.9122e+05,0,0.194,0.24029,0,0,0,0.0027575
10,0.0090624,0.0057599,0,0.0027605,0.02941,1.5538e+05,1.8965e+05,0,0.19525,0.23832,0,0,0,0.0027551
10,0.0091173,0.0056727,0,0.0027299,0.029513,1.6091e+05,1.7057e+05,0,0.2022,0.21434,0,0,0,0.0027255
10,0.0091213,0.0056662,0,0.0027278,0.02952,1.614e+05,1.69e+05,0,0.20282,0.21238,0,0,0,0.0027231
10,0.0091779,0.005574,0,0.0026964,0.029628,1.6752e+05,1.5355e+05,0,0.21052,0.19295,0,0,0,0.0026943
10,0.0091822,0.0055669,0,0.0026942,0.029637,1.6813e+05,1.5218e+05,0,0.21128,0.19123,0,0,0,0.002692
10,0.0092389,0.0054724,0,0.0026625,0.029747,1.7767e+05,1.345e+05,0,0.22327,0.16902,0,0,0,0.0026605
10,0.0092416,0.0054678,0,0.0026611,0.029752,1.7819e+05,1.3378e+05,0,0.22392,0.16812,0,0,0,0.0026592
10,0.0092994,0.005369,0,0.0026283,0.029867,1.8928e+05,1.171e+05,0,0.23786,0.14715,0,0,0,0.0026268
11,0.0092994,0.005369,0,0.0026283,0.029867,1.9951e+05,1.2483e+05,0,0.25071,0.15686,0,0,0,0.0026279
11,0.0092994,0.005369,0,0.0026283,0.029867,1.9951e+05,1.2483e+05,0,0.25071,0.15686,0,0,0,0.0026279
11,0.0092994,0.005369,0,0.0026283,0.029867,1.9951e+05,1.2483e+05,0,0.25071,0.15686,0,0,0,0.0026279
10,0.0093563,0.0052691,0,0.002595,0.029982,2.0244e+05,1.0114e+05,0,0.25439,0.1271,0,0,0,0.0025951
10,0.0093587,0.0052649,0,0.0025937,0.029987,2.0299e+05,1.0035e+05,0,0.25508,0.1261,0,0,0,0.0025938
10,0.0094122,0.0051686,0,0.002561,0.030097,2.1626e+05,83296,0,0.27176,0.10467,0,0,0,0.0025624
10,0.0094164,0.005161,0,0.0025586,0.030105,2.1749e+05,81915,0,0.27331,0.10294,0,0,0,0.0025598
10,0.0094675,0.0050665,0,0.0025264,0.030213,2.3285e+05,69373,0,0.29261,0.087176,0,0,0,0.0025277
10,0.0094751,0.0050524,0,0.0025218,0.030229,2.3485e+05,67465,0,0.29512,0.08478,0,0,0,0.0025236
10,0.0095195,0.0049682,0,0.002492,0.030324,2.4997e+05,55167,0,0.31412,0.069325,0,0,0,0.0024969
10,0.0095255,0.0049567,0,0.0024881,0.030337,2.5254e+05,53394,0,0.31735,0.067097,0,0,0,0.0024928
10,0.0095728,0.0048647,0,0.0024541,0.03044,2.712e+05,38737,0,0.3408,0.048679,0,0,0,0.0024613
10,0.0095771,0.0048561,0,0.0024511,0.03045,2.7303e+05,37119,0,0.3431,0.046645,0,0,0,0.0024586
10,0.009582,0.0048465,0,0.0024476,0.030461,2.7541e+05,35742,0,0.34609,0.044915,0,0,0,0.0024554
10,0.0096288,0.004753,0,0.0024107,0.030565,3.0607e+05,24167,0,0.38461,0.030369,0,0,0,0.002416
10,0.009632,0.0047464,0,0.0024082,0.030573,3.0916e+05,23058,0,0.3885,0.028975,0,0,0,0.0024131
10,0.0096805,0.0046467,0,0.002365,0.030684,3.5173e+05,23896,0,0.442,0.030029,0,0,0,0.0023696
10,0.0096823,0.004643,0,0.0023634,0.030688,3.536e+05,23700,0,0.44435,0.029783,0,0,0,0.0023681
10,0.0096841,0.0046392,0,0.0023615,0.030692,3.5533e+05,25209,0,0.44652,0.031679,0,0,0,0.002366
10,0.0097319,0.0045381,0,0.0023124,0.030804,3.8596e+05,46510,0,0.48501,0.058446,0,0,0,0.0023179
10,0.0097319,0.0045381,0,0.0023124,0.030804,3.8596e+05,46510,0,0.48501,0.058446,0,0,0,0.0023179
10,0.0097786,0.0044366,0,0.0022579,0.030915,4.06e+05,78789,0,0.5102,0.099009,0,0,0,0.0022675
10,0.0097816,0.00443,0,0.0022541,0.030923,4.0629e+05,81475,0,0.51056,0.10238,0,0,0,0.0022642
10,0.0098248,0.0043333,0,0.0022002,0.031029,4.0556e+05,1.1265e+05,0,0.50964,0.14156,0,0,0,0.0022066
10,0.0098279,0.0043262,0,0.002196,0.031036,4.0505e+05,1.1482e+05,0,0.509,0.14429,0,0,0,0.0022026
10,0.0098303,0.0043207,0,0.0021929,0.031042,4.039e+05,1.155e+05,0,0.50755,0.14514,0,0,0,0.0021994
10,0.0098734,0.0042214,0,0.0021374,0.031151,3.9079e+05,1.3041e+05,0,0.49108,0.16387,0,0,0,0.0021373
10,0.0098774,0.0042118,0,0.0021319,0.031161,3.8947e+05,1.3106e+05,0,0.48942,0.1647,0,0,0,0.0021317
10,0.0099191,0.0041127,0,0.0020774,0.031269,3.8004e+05,1.3641e+05,0,0.47757,0.17141,0,0,0,0.0020743
10,0.0099243,0.0041003,0,0.0020706,0.031282,3.7901e+05,1.3651e+05,0,0.47628,0.17154,0,0,0,0.0020675
10,0.0099635,0.0040042,0,0.0020185,0.031386,3.7309e+05,1.3796e+05,0,0.46884,0.17337,0,0,0,0.0020165
10,0.0099678,0.0039933,0,0.0020126,0.031398,3.7245e+05,1.3792e+05,0,0.46803,0.17332,0,0,0,0.0020106
10,0.010005,0.0038981,0,0.0019619,0.0315,3.6906e+05,1.3811e+05,0,0.46378,0.17355,0,0,0,0.0019654
10,0.010009,0.0038897,0,0.0019574,0.031509,3.6868e+05,1.3806e+05,0,0.4633,0.1735,0,0,0,0.0019609
10,0.010048,0.0037873,0,0.0019034,0.031619,3.6587e+05,1.3558e+05,0,0.45977,0.17038,0,0,0,0.0019044
10,0.01005,0.0037826,0,0.0019009,0.031624,3.6569e+05,1.3546e+05,0,0.45954,0.17022,0,0,0,0.0019021
10,0.010051,0.0037784,0,0.0018987,0.031628,3.6562e+05,1.3522e+05,0,0.45946,0.16992,0,0,0,0.0019
10,0.01009,0.0036726,0,0.0018434,0.031741,3.6541e+05,1.297e+05,0,0.45919,0.16299,0,0,0,0.0018398
