0.00000000e+000	5.10004529e-001	
4.49949549e-002	5.00339071e-001	
8.99899097e-002	5.00339071e-001	
1.34984865e-001	5.00878595e-001	
1.79979819e-001	5.00878595e-001	
2.24974774e-001	5.00878595e-001	
2.69969729e-001	5.00386025e-001	
3.14964684e-001	5.00386025e-001	
3.59959639e-001	5.00446078e-001	
4.04954594e-001	5.00446078e-001	
4.49949549e-001	5.00446078e-001	
4.94944503e-001	5.00154013e-001	
5.39939458e-001	5.00154013e-001	
5.84934413e-001	5.00154013e-001	
6.29929368e-001	5.00133807e-001	
6.74924323e-001	5.00133807e-001	
7.19919278e-001	5.00180444e-001	
7.64914233e-001	5.00180444e-001	
8.09909188e-001	5.00180444e-001	
8.54904142e-001	4.98904099e-001	
8.99899097e-001	4.98904099e-001	
9.44894052e-001	4.99699456e-001	
9.89889007e-001	4.99699456e-001	
1.03488396e+000	4.99699456e-001	
1.07987892e+000	4.98140701e-001	
1.12487387e+000	4.98140701e-001	
1.16986883e+000	4.98140701e-001	
1.21486378e+000	4.98177817e-001	
1.25985874e+000	4.98177817e-001	
1.30485369e+000	4.97931098e-001	
1.34984865e+000	4.97931098e-001	
1.39484360e+000	4.97931098e-001	
1.43983856e+000	4.97201691e-001	
1.48483351e+000	4.97201691e-001	
1.52982847e+000	4.96862427e-001	
1.57482342e+000	4.96862427e-001	
1.61981838e+000	4.96862427e-001	
1.66481333e+000	4.96901228e-001	
1.70980828e+000	4.96901228e-001	
1.75480324e+000	4.96901228e-001	
1.79979819e+000	4.95904579e-001	
1.84479315e+000	4.95904579e-001	
1.88978810e+000	4.94772872e-001	
1.93478306e+000	4.94772872e-001	
1.97977801e+000	4.94772872e-001	
2.02477297e+000	4.94340338e-001	
2.06976792e+000	4.94340338e-001	
2.11476288e+000	4.93498979e-001	
2.15975783e+000	4.93498979e-001	
2.20475279e+000	4.93498979e-001	
2.24974774e+000	4.93241402e-001	
2.29474270e+000	4.93241402e-001	
2.33973765e+000	4.93241402e-001	
2.38473261e+000	4.92800731e-001	
2.42972756e+000	4.92800731e-001	
2.47472252e+000	4.91996425e-001	
2.51971747e+000	4.91996425e-001	
2.56471243e+000	4.91996425e-001	
2.60970738e+000	4.92210760e-001	
2.65470234e+000	4.92210760e-001	
2.69969729e+000	4.90192822e-001	
2.74469225e+000	4.90192822e-001	
2.78968720e+000	4.90192822e-001	
2.83468216e+000	4.91085705e-001	
2.87967711e+000	4.91085705e-001	
2.92467207e+000	4.91085705e-001	
