"Time [ms]","InducedVoltage(PriCoil) [V]","InducedVoltage(SecCoil) [V]","Current(PriCoil) [A]"
27.3333333333331,-16.9629658885124,-9.72111949056824,0.0265304227558357
27.6666666666664,-18.584247520647,-10.6852966850954,0.0205124827240399
27.9999999999998,-19.9132542109624,-11.4631628958264,0.0160297356268742
28.3333333333331,-20.9286334158969,-12.0547030186467,0.0122642651408543
28.6666666666664,-21.6144250795922,-12.4567161115123,0.00932897622404947
28.9999999999998,-21.9596450030925,-12.660327991042,0.00694148665767232
29.3333333333331,-21.9587852269553,-12.6633440931357,0.0049760767260294
29.6666666666664,-21.6117947499473,-12.4660335698146,0.00335276054509652
29.9999999999997,-20.9241266124701,-12.071616516241,0.00200740434860444
30.3333333333331,-19.906589845203,-11.4864754259424,0.00089705015241233
30.6666666666664,-18.5752048238533,-10.7198399898665,-2.16750713346609e-05
30.9999999999997,-16.950923999544,-9.7835195108823,-0.000834755151413527
