"Time [ms]","InducedVoltage(PriCoil) [V]","InducedVoltage(SecCoil) [V]","Current(PriCoil) [mA]"
17.3333333333332,21.0005030230112,12.2136912579319,700.741015769101
17.6666666666665,20.1545438259727,11.8755686675704,683.015928434235
17.9999999999998,18.9908275181053,11.3464899615472,654.334522811645
18.3333333333332,17.5276373682705,10.6365621750776,615.310163239172
18.6666666666665,15.7879906795902,9.75798078617583,566.632797638319
18.9999999999998,13.7993327817636,8.72510830077309,509.10593691064
19.3333333333331,11.5930289709569,7.55440380811383,443.637090940702
19.6666666666665,9.20379716938492,6.2646196374485,371.242868740871
19.9999999999998,6.66942980881219,4.87614448806131,293.050156827082
20.3333333333331,4.02987935898462,3.41083788880313,210.257636522345
20.6666666666665,1.32677187222537,1.89195863988211,124.1353542233
20.9999999999998,-1.39723992665937,0.34345405450526,36.0192980948043
21.3333333333331,-4.09920164862933,-1.21037456950296,-52.705217772831
21.6666666666665,-6.73655319005344,-2.74511762157003,-140.616005562876
21.9999999999998,-9.26757954459841,-4.23683097445411,-226.284252029765
22.3333333333331,-11.6525183374639,-5.6618800450756,-308.344275652641
22.6666666666665,-13.8537200393128,-6.9977915411101,-385.472983025926
22.9999999999998,-15.8364836923133,-8.22358362361629,-456.427110629636
23.3333333333331,-17.5695422849927,-9.31978793493079,-520.084203446044
23.6666666666665,-19.0255525280664,-10.2690894854534,-575.441900211802
23.9999999999998,-20.1815564681591,-11.0563919274694,-621.650497115298
24.3333333333331,-21.0192848136955,-11.6691420040794,-658.054003463924
24.6666666666664,-21.5249984901657,-12.0969048642406,-685.283953820594
24.9999999999998,-21.6900528187682,-12.3103678936091,-704.425439804541
25.3333333333331,-21.514383359108,-12.3652351015092,-709.409585734165
25.6666666666664,-20.9996437227398,-12.2199214144459,-702.700287358917
25.9999999999998,-20.1537774203774,-11.8781939147976,-684.753328046945
26.3333333333331,-18.9900993867358,-11.3472092143534,-656.019013378397
26.6666666666664,-17.5268785356528,-10.6362994808492,-617.031044745281
26.9999999999998,-15.7871901488237,-9.75718745748996,-568.452932021326
27.3333333333331,-13.7984641642097,-8.7238909434333,-511.051729713368
27.6666666666664,-11.5920565964741,-7.55304098029765,-445.753997430365
27.9999999999998,-9.20278465094412,-6.26289672275412,-373.545249316599
28.3333333333331,-6.66834371471672,-4.87433737195006,-295.512737415622
28.6666666666664,-4.02873720356653,-3.4092570148966,-212.842284646416
28.9999999999998,-1.32560217894655,-1.89069076476502,-126.793593561901
29.3333333333331,1.39841257515243,-0.34252404741335,-38.6807313488359
29.6666666666664,4.10034874073726,1.21092022137689,50.0919313127077
29.9999999999997,6.7376094986492,2.74532322757147,138.101272333458
30.3333333333331,9.26861828255498,4.23660321017324,223.932013135358
30.6666666666664,11.6534577392434,5.66131877610236,306.179871211304
30.9999999999997,13.8546037972969,6.99717656243616,383.46781593455
31.3333333333331,15.8372967905637,8.22304352501039,454.575519234732
31.6666666666664,17.5702977244227,9.31932288242126,518.353938077857
31.9999999999997,19.0262732750522,10.2687815200665,573.804061550198
