"Time [ms]","CoreLoss [mW]"
0,0
0.33333333333333,0
0.66666666666666,8.59561820646725e-10
0.99999999999999,9.03063951398917e-10
1.33333333333332,1.74293300592193e-06
1.66666666666665,2.19958778523333e-05
1.99999999999998,0.000296397885011184
2.33333333333331,0.00099638368396552
2.66666666666664,0.00184608136958983
2.99999999999997,0.00220299304084771
3.3333333333333,0.00187434880809722
3.66666666666663,0.00121153221718506
3.99999999999996,0.000614090431487725
4.33333333333329,0.000478296054376594
4.66666666666662,0.000816307750988686
4.99999999999995,0.00101627908319532
5.33333333333328,0.00156406681873241
5.66666666666661,0.00307173183963341
5.99999999999994,0.876925979441761
6.33333333333327,6.04358895297962
6.6666666666666,7.83113926106629
6.99999999999993,7.72947961768896
7.33333333333326,4.60264900688206
7.66666666666659,1.3271733282257
7.99999999999992,0.33184204065583
8.33333333333325,1.9546623823057
8.66666666666658,4.31707799821899
8.99999999999991,7.28756093828607
9.33333333333324,13.4922356307897
9.66666666666657,26.4336523247512
9.9999999999999,43.5141336776224
10.3333333333332,72.2413713255196
10.6666666666666,108.815009824622
10.9999999999999,138.802775532319
11.3333333333332,156.710941085376
11.6666666666665,170.501685697141
11.9999999999999,181.044074001754
12.3333333333332,185.74871922932
12.6666666666665,181.661503791827
12.9999999999999,171.357525716726
13.3333333333332,156.314254438668
13.6666666666665,136.134508755888
13.9999999999999,111.373922327055
14.3333333333332,84.2416121135674
14.6666666666665,56.560521652933
14.9999999999998,23.6162742905362
15.3333333333332,0.00293489704581843
15.6666666666665,0.000991330078739677
15.9999999999998,0.000777318223624251
16.3333333333332,0.000381481715460813
16.6666666666665,0.000252512112947549
16.9999999999998,2.8945313275863
17.3333333333332,11.95560298136
17.6666666666665,26.4141408964352
17.9999999999998,46.0692893881344
18.3333333333332,68.4512401045871
18.6666666666665,90.2412670512806
18.9999999999998,113.462029138679
19.3333333333331,137.563950516734
19.6666666666665,159.742647365505
19.9999999999998,177.437195663574
20.3333333333331,190.136297579557
20.6666666666665,198.287177936479
20.9999999999998,200.31992677715
21.3333333333331,193.66457247978
21.6666666666665,181.360446099433
21.9999999999998,165.644607384129
22.3333333333331,145.795730890903
22.6666666666665,114.788605136385
22.9999999999998,77.6803504430001
23.3333333333331,46.8317706510549
23.6666666666665,29.2778567262503
23.9999999999998,15.3697029961915
24.3333333333331,6.52142843693696
24.6666666666664,1.60376021415614
24.9999999999998,0.422284308753227
25.3333333333331,2.47703073442591
25.6666666666664,7.45754228959788
25.9999999999998,16.8298192805227
26.3333333333331,30.8575208118507
26.6666666666664,52.5663895230232
26.9999999999998,86.2000835147463
27.3333333333331,120.736346626291
27.6666666666664,146.948847434355
27.9999999999998,165.363044305833
28.3333333333331,180.950631579015
28.6666666666664,193.130922495248
28.9999999999998,198.050284883358
29.3333333333331,194.751820884229
29.6666666666664,186.339061636748
29.9999999999997,172.974059046872
30.3333333333331,154.1328121998
30.6666666666664,131.140323538165
30.9999999999997,106.997707861962
31.3333333333331,84.4721105819617
31.6666666666664,60.2789763425246
31.9999999999997,36.154622828684
32.3333333333331,14.9142735737579
32.6666666666664,0.0498140314091304
32.9999999999997,0.000340956973822528
33.333333333333,0.000254545027194077
