"Time [ms]","CoreLoss [mW]"
0,0
0.33333333333333,0
0.66666666666666,0.000113271509303586
0.99999999999999,0.000172885926803425
1.33333333333332,0.000345617316517475
1.66666666666665,0.000936736719887309
1.99999999999998,0.00312649010351183
2.33333333333331,0.00766119626751061
2.66666666666664,0.0145048682454217
2.99999999999997,0.0206465267153621
3.3333333333333,0.0223933043165493
3.66666666666663,0.0203536691451256
3.99999999999996,0.0139493551920913
4.33333333333329,0.253055145634072
4.66666666666662,2.84524994075499
4.99999999999995,9.07094588846865
5.33333333333328,18.3131739208663
5.66666666666661,29.6303471763128
5.99999999999994,41.7307874941941
6.33333333333327,53.4523716423484
6.6666666666666,63.3822201494957
6.99999999999993,70.0003389669044
7.33333333333326,71.7700883314876
7.66666666666659,66.7181970184237
7.99999999999992,49.9346137239965
8.33333333333325,10.5178759592983
8.66666666666658,0.0122509414763895
8.99999999999991,0.00419090077658524
9.33333333333324,0.0027993564922695
9.66666666666657,0.00364087314448139
9.9999999999999,0.00841570127055454
10.3333333333332,0.0213382855338998
10.6666666666666,0.0413962314906527
10.9999999999999,0.0631582826449484
11.3333333333332,0.0888201187952207
11.6666666666665,0.0920175870464295
11.9999999999999,0.0716065453833266
12.3333333333332,0.0416512065357435
12.6666666666665,0.377299836751062
12.9999999999999,4.26122722469687
13.3333333333332,13.7001314688165
13.6666666666665,28.0620609968487
13.9999999999999,46.3234981962265
14.3333333333332,66.8968555559149
14.6666666666665,88.7208140943429
14.9999999999998,110.169988629569
15.3333333333332,130.219366565849
15.6666666666665,147.641192033721
15.9999999999998,161.400022853091
16.3333333333332,170.766826921782
16.6666666666665,174.218345594927
16.9999999999998,174.103880170572
17.3333333333332,167.860232970162
17.6666666666665,157.493345345881
17.9999999999998,142.355047526423
18.3333333333332,123.813282425822
18.6666666666665,103.032553935577
18.9999999999998,81.2462355353887
19.3333333333331,59.7049554602033
19.6666666666665,39.8903971368263
19.9999999999998,22.9568926373105
20.3333333333331,10.1834581731787
20.6666666666665,2.45919529217296
20.9999999999998,0.446197153658119
21.3333333333331,4.1967073325045
21.6666666666665,13.4884659671554
21.9999999999998,27.6098747335409
22.3333333333331,45.5795571005201
22.6666666666665,65.9957945540296
22.9999999999998,87.7458882382578
23.3333333333331,109.437597365301
23.6666666666665,129.658414215204
23.9999999999998,147.262136369992
24.3333333333331,161.252748035164
24.6666666666664,169.761985360006
24.9999999999998,174.869416686426
25.3333333333331,173.90242136023
25.6666666666664,168.471349859419
25.9999999999998,157.762570045981
26.3333333333331,142.807290009824
26.6666666666664,124.455474274156
26.9999999999998,103.910127445155
27.3333333333331,82.226257763022
27.6666666666664,60.6405168935244
27.9999999999998,40.6458865735565
28.3333333333331,23.396871375762
28.6666666666664,10.4265730946713
28.9999999999998,2.56781984485332
29.3333333333331,0.459513044495167
29.6666666666664,4.26283388700966
29.9999999999997,13.70337744312
30.3333333333331,28.0682726806416
30.6666666666664,46.3265159289843
30.9999999999997,66.8995998973222
31.3333333333331,88.7221542000369
31.6666666666664,110.170377431447
31.9999999999997,130.219610432714
32.3333333333331,147.641233388732
32.6666666666664,161.400164760373
32.9999999999997,170.767279232208
33.333333333333,174.219284086062
