1 1 0   5.00000000000E-003 -5.00000000000E-003  0.00000000000E+000  8.82327529163E-001 -7.00875870959E-003  0.00000000000E+000
1 1 1   5.00666222518E-003 -4.99333777482E-003  0.00000000000E+000  8.82327529163E-001 -7.00875870959E-003  0.00000000000E+000
1 1 2   5.01332445037E-003 -4.98667554963E-003  0.00000000000E+000  8.86397488151E-001 -4.52897113235E-003  0.00000000000E+000
1 1 3   5.01998667555E-003 -4.98001332445E-003  0.00000000000E+000  8.86397488151E-001 -4.52897113235E-003  0.00000000000E+000
1 1 4   5.02664890073E-003 -4.97335109927E-003  0.00000000000E+000  8.86397488151E-001 -4.52897113235E-003  0.00000000000E+000
1 1 5   5.03331112592E-003 -4.96668887408E-003  0.00000000000E+000  8.86397488151E-001 -4.52897113235E-003  0.00000000000E+000
1 1 6   5.03997335110E-003 -4.96002664890E-003  0.00000000000E+000  8.86397488151E-001 -4.52897113235E-003  0.00000000000E+000
1 1 7   5.04663557628E-003 -4.95336442372E-003  0.00000000000E+000  8.86397488151E-001 -4.52897113235E-003  0.00000000000E+000
1 1 8   5.05329780147E-003 -4.94670219853E-003  0.00000000000E+000  8.86397488151E-001 -4.52897113235E-003  0.00000000000E+000
1 1 9   5.05996002665E-003 -4.94003997335E-003  0.00000000000E+000  8.86397488151E-001 -4.52897113235E-003  0.00000000000E+000
1 1 10   5.06662225183E-003 -4.93337774817E-003  0.00000000000E+000  8.86397488151E-001 -4.52897113235E-003  0.00000000000E+000
1 1 11   5.07328447702E-003 -4.92671552298E-003  0.00000000000E+000  8.83076469163E-001 -2.85590790480E-003  0.00000000000E+000
1 1 12   5.07994670220E-003 -4.92005329780E-003  0.00000000000E+000  8.83076469163E-001 -2.85590790480E-003  0.00000000000E+000
1 1 13   5.08660892738E-003 -4.91339107262E-003  0.00000000000E+000  8.83076469163E-001 -2.85590790480E-003  0.00000000000E+000
1 1 14   5.09327115256E-003 -4.90672884744E-003  0.00000000000E+000  8.82967235274E-001 -1.95379235178E-003  0.00000000000E+000
1 1 15   5.09993337775E-003 -4.90006662225E-003  0.00000000000E+000  8.82967235274E-001 -1.95379235178E-003  0.00000000000E+000
1 1 16   5.10659560293E-003 -4.89340439707E-003  0.00000000000E+000  8.82967235274E-001 -1.95379235178E-003  0.00000000000E+000
1 1 17   5.11325782811E-003 -4.88674217189E-003  0.00000000000E+000  8.82967235274E-001 -1.95379235178E-003  0.00000000000E+000
1 1 18   5.11992005330E-003 -4.88007994670E-003  0.00000000000E+000  8.82967235274E-001 -1.95379235178E-003  0.00000000000E+000
1 1 19   5.12658227848E-003 -4.87341772152E-003  0.00000000000E+000  8.82967235274E-001 -1.95379235178E-003  0.00000000000E+000
1 1 20   5.13324450366E-003 -4.86675549634E-003  0.00000000000E+000  8.82967235274E-001 -1.95379235178E-003  0.00000000000E+000
1 1 21   5.13990672885E-003 -4.86009327115E-003  0.00000000000E+000  8.82967235274E-001 -1.95379235178E-003  0.00000000000E+000
1 1 22   5.14656895403E-003 -4.85343104597E-003  0.00000000000E+000  8.82967235274E-001 -1.95379235178E-003  0.00000000000E+000
1 1 23   5.15323117921E-003 -4.84676882079E-003  0.00000000000E+000  8.82967235274E-001 -1.95379235178E-003  0.00000000000E+000
1 1 24   5.15989340440E-003 -4.84010659560E-003  0.00000000000E+000  8.82967235274E-001 -1.95379235178E-003  0.00000000000E+000
1 1 25   5.16655562958E-003 -4.83344437042E-003  0.00000000000E+000  8.82967235274E-001 -1.95379235178E-003  0.00000000000E+000
1 1 26   5.17321785476E-003 -4.82678214524E-003  0.00000000000E+000  8.82967235274E-001 -1.95379235178E-003  0.00000000000E+000
1 1 27   5.17988007995E-003 -4.82011992005E-003  0.00000000000E+000  8.82967235274E-001 -1.95379235178E-003  0.00000000000E+000
1 1 28   5.18654230513E-003 -4.81345769487E-003  0.00000000000E+000  8.82967235274E-001 -1.95379235178E-003  0.00000000000E+000
1 1 29   5.19320453031E-003 -4.80679546969E-003  0.00000000000E+000  8.82967235274E-001 -1.95379235178E-003  0.00000000000E+000
