"Distance [mm]","Mag_B [tesla]"
2.5032048,0.638216350937024
2.5244184,0.634056600287416
2.545632,0.629919306869384
2.5668456,0.625804547296375
2.5880592,0.621712409036035
2.6092728,0.617642990410252
2.6304864,0.613596400595088
2.6517,0.609572759620822
2.6729136,0.607391424077511
2.6941272,0.605217552761353
2.7153408,0.603051145009341
2.7365544,0.600892200167092
2.757768,0.598740717588742
2.7789816,0.596596696637012
2.8001952,0.594460136683208
2.8214088,0.592331037107206
2.8426224,0.590209397297421
2.863836,0.58809521665091
2.8850496,0.585988494573242
2.9062632,0.583889230478574
2.9274768,0.581797423789645
2.9486904,0.579713073937762
2.969904,0.577636180362796
2.9911176,0.5755667425132
3.0123312,0.573504759846009
3.0335448,0.571450231826804
3.0547584,0.569403157929757
3.075972,0.567363537637617
3.0971856,0.565331370441668
3.1183992,0.563306655841829
3.1396128,0.561289393346549
3.1608264,0.559279582472852
3.18204,0.557277222746339
3.2032536,0.555282313701192
3.2244672,0.553294854880145
3.2456808,0.551314845834524
3.2668944,0.549342286124233
3.288108,0.547377175317729
3.3093216,0.545419512992043
3.3305352,0.543469298732787
3.3517488,0.541526532134152
3.3729624,0.539591212798862
3.394176,0.537663340338285
3.4153896,0.535742914372299
3.4366032,0.533829934529374
3.4578168,0.531924400446558
3.4790304,0.530026311769472
3.500244,0.528135668152287
3.5214576,0.526252469257778
3.5426712,0.524376714757284
3.5638848,0.5225084043307
3.5850984,0.520647537666509
3.606312,0.518794114461762
3.6275256,0.516948134422069
3.6487392,0.515109597261651
3.6699528,0.513278502703264
3.6911664,0.511454850478241
3.71238,0.509638640326502
3.7335936,0.507829871996539
3.7548072,0.506028545245387
3.7760208,0.504234659838693
3.7972344,0.502448215550671
3.818448,0.500669212164074
3.8396616,0.498897649470259
3.8608752,0.497133527269153
3.8820888,0.495376845369226
3.9033024,0.493627603587557
3.924516,0.491885801749797
3.9457296,0.490151439690136
3.9669432,0.488424517251358
3.9881568,0.486705034284826
4.0093704,0.484992990650456
4.030584,0.483288386216748
4.0517976,0.481591220860793
4.0730112,0.479901494468213
4.0942248,0.478219206933231
4.1154384,0.476544358158641
4.136652,0.474876948055791
4.1578656,0.473216976544627
4.1790792,0.471564443553658
4.2002928,0.469919349019957
4.2215064,0.46828169288917
4.24272,0.466651475115525
4.2639336,0.465028695661815
4.2851472,0.463413354499418
4.3063608,0.461805451608257
4.3275744,0.460204986976869
4.348788,0.458611960602319
4.3700016,0.457026372490273
4.3912152,0.45544822265496
4.4124288,0.453877511119178
4.4336424,0.452314237914316
4.454856,0.450758403080313
4.4760696,0.449210006665685
4.4972832,0.447669048727529
4.5184968,0.446135529331506
4.5397104,0.444609448551864
4.560924,0.443090806471395
4.5821376,0.441579603181503
4.6033512,0.440075838782125
4.6245648,0.438579513381795
4.6457784,0.437090627097613
4.666992,0.435609180055245
4.6882056,0.434135172388935
4.7094192,0.432668604241516
4.7306328,0.431209475764358
4.7518464,0.429757787117431
4.77306,0.428313538469269
4.7942736,0.426876729996969
4.8154872,0.425447361886221
4.8367008,0.424025434331278
4.8579144,0.422610947534957
4.879128,0.421203901708652
4.9003416,0.419804297072339
4.9215552,0.418412133854546
4.9427688,0.417027412292397
4.9639824,0.41565013263158
4.985196,0.414280295126351
5.0064096,0.412917900039533
5.0276232,0.411562947642538
5.0488368,0.410215438215331
5.0700504,0.40887537204647
5.091264,0.40754274943307
5.1124776,0.406217570680826
5.1336912,0.404899836104001
5.1549048,0.403589546025437
5.1761184,0.402286700776532
5.197332,0.400991300697285
5.2185456,0.399703346136237
5.2397592,0.398422837450526
5.2609728,0.397149775005843
5.2821864,0.395884159176465
5.3034,0.394625990345228
5.3246136,0.393375268903563
5.3458272,0.392131995251446
5.3670408,0.39089616979745
5.3882544,0.389667792958701
5.409468,0.388446865160909
5.4306816,0.387233386838345
5.4518952,0.386190649088039
5.4731088,0.385161639296315
5.4943224,0.384133522362637
5.515536,0.383106298272329
5.5367496,0.382079967010893
5.5579632,0.381054528564034
5.5791768,0.380029982917651
5.6003904,0.379006330057828
5.621604,0.377983569970834
5.6428176,0.376961702643145
5.6640312,0.375940728061424
5.6852448,0.374920646212513
5.7064584,0.373901457083461
5.727672,0.3728831606615
5.7488856,0.371865756934065
5.7700992,0.370849245888764
5.7913128,0.369833627513413
5.8125264,0.36881890179601
5.83374,0.367805068724739
5.8549536,0.366792128287998
5.8761672,0.365780080474364
5.8973808,0.364768925272593
5.9185944,0.363758662671645
5.939808,0.362749292660681
5.9610216,0.361740815229028
5.9822352,0.360733230366231
6.0034488,0.359726538062017
6.0246624,0.358720738306299
6.045876,0.357715831089182
6.0670896,0.35671181640097
6.0883032,0.355708694232146
6.1095168,0.354706464573407
6.1307304,0.353705127415621
6.151944,0.352704682749849
6.1731576,0.351705130567356
6.1943712,0.350706470859591
6.2155848,0.349708703618187
6.2367984,0.348711828834985
6.258012,0.347715846502008
6.2792256,0.346720756611473
6.3004392,0.34572655915578
6.3216528,0.344733254127535
6.3428664,0.343740841519519
6.36408,0.342749321324724
6.3852936,0.341758693536325
6.4065072,0.340768958147675
6.4277208,0.339780115152339
6.4489344,0.338792164544067
6.470148,0.337805106316787
6.4913616,0.336818940464644
6.5125752,0.335833666981958
6.5337888,0.334849285863239
6.5550024,0.333865797103194
6.576216,0.332883200696725
6.5974296,0.33190149663891
