% Column 0: Length, mm
% Column 1: |B.n|, Tesla
% Column 2: Re[B.n], Tesla
% Column 3: Im[B.n], Tesla
0.00000000e+000	6.45313238e-001	-6.45313211e-001	1.86004484e-004	
9.33955971e-002	6.47501626e-001	-6.47501599e-001	1.87361717e-004	
1.86791194e-001	6.49690012e-001	-6.49689984e-001	1.88718948e-004	
2.80186791e-001	6.51878398e-001	-6.51878370e-001	1.90076180e-004	
3.73582388e-001	6.54066783e-001	-6.54066755e-001	1.91433411e-004	
4.66977985e-001	6.56255169e-001	-6.56255141e-001	1.92790642e-004	
5.60373582e-001	6.58443555e-001	-6.58443526e-001	1.94147873e-004	
6.53769179e-001	6.60631941e-001	-6.60631912e-001	1.95505104e-004	
7.47164777e-001	6.62820326e-001	-6.62820297e-001	1.96862335e-004	
8.40560374e-001	6.65008712e-001	-6.65008683e-001	1.98219566e-004	
9.33955971e-001	6.67197098e-001	-6.67197068e-001	1.99576797e-004	
1.02735157e+000	6.69385484e-001	-6.69385454e-001	2.00934028e-004	
1.12074716e+000	6.71573870e-001	-6.71573839e-001	2.02291259e-004	
1.21414276e+000	6.73762255e-001	-6.73762225e-001	2.03648490e-004	
1.30753836e+000	6.75950641e-001	-6.75950610e-001	2.05005722e-004	
1.40093396e+000	6.78139027e-001	-6.78138995e-001	2.06362953e-004	
1.49432955e+000	6.80327413e-001	-6.80327381e-001	2.07720184e-004	
1.58772515e+000	6.82515798e-001	-6.82515766e-001	2.09077415e-004	
1.68112075e+000	6.84704184e-001	-6.84704152e-001	2.10434646e-004	
1.77451634e+000	6.86892570e-001	-6.86892537e-001	2.11791877e-004	
1.86791194e+000	6.89080956e-001	-6.89080923e-001	2.13149108e-004	
1.96130754e+000	6.91269342e-001	-6.91269308e-001	2.14506339e-004	
2.05470314e+000	6.93457727e-001	-6.93457694e-001	2.15863570e-004	
2.14809873e+000	6.95646113e-001	-6.95646079e-001	2.17220801e-004	
2.24149433e+000	6.97834499e-001	-6.97834465e-001	2.18578033e-004	
2.33488993e+000	7.00022885e-001	-7.00022850e-001	2.19935264e-004	
2.42828552e+000	7.02211270e-001	-7.02211236e-001	2.21292495e-004	
2.52168112e+000	7.04399656e-001	-7.04399621e-001	2.22649726e-004	
2.61507672e+000	7.06588042e-001	-7.06588007e-001	2.24006957e-004	
2.70847231e+000	7.08776428e-001	-7.08776392e-001	2.25364188e-004	
2.80186791e+000	7.10964814e-001	-7.10964777e-001	2.26721419e-004	
2.89526351e+000	7.13153199e-001	-7.13153163e-001	2.28078650e-004	
2.98865911e+000	7.15341585e-001	-7.15341548e-001	2.29435881e-004	
3.08205470e+000	7.17529971e-001	-7.17529934e-001	2.30793112e-004	
3.17545030e+000	7.19718357e-001	-7.19718319e-001	2.32150344e-004	
3.26884590e+000	7.21906743e-001	-7.21906705e-001	2.33507575e-004	
3.36224149e+000	7.24095128e-001	-7.24095090e-001	2.34864806e-004	
3.45563709e+000	7.26283514e-001	-7.26283476e-001	2.36222037e-004	
3.54903269e+000	7.28471900e-001	-7.28471861e-001	2.37579268e-004	
