% Column 0: Length, mm
% Column 1: |B.n|, Tesla
% Column 2: Re[B.n], Tesla
% Column 3: Im[B.n], Tesla
0.00000000e+000	6.40932647e-001	-6.40545803e-001	2.22650542e-002	
9.33955971e-002	6.43083480e-001	-6.42691048e-001	2.24628356e-002	
1.86791194e-001	6.45234335e-001	-6.44836292e-001	2.26606167e-002	
2.80186791e-001	6.47385212e-001	-6.46981535e-001	2.28583977e-002	
3.73582388e-001	6.49536112e-001	-6.49126778e-001	2.30561788e-002	
4.66977985e-001	6.51687035e-001	-6.51272021e-001	2.32539598e-002	
5.60373582e-001	6.53837981e-001	-6.53417264e-001	2.34517409e-002	
6.53769179e-001	6.55988949e-001	-6.55562507e-001	2.36495220e-002	
7.47164777e-001	6.58139939e-001	-6.57707751e-001	2.38473030e-002	
8.40560374e-001	6.60290951e-001	-6.59852994e-001	2.40450841e-002	
9.33955971e-001	6.62441984e-001	-6.61998237e-001	2.42428652e-002	
1.02735157e+000	6.64593039e-001	-6.64143480e-001	2.44406462e-002	
1.12074716e+000	6.66744115e-001	-6.66288723e-001	2.46384273e-002	
1.21414276e+000	6.68895212e-001	-6.68433967e-001	2.48362084e-002	
1.30753836e+000	6.71046330e-001	-6.70579210e-001	2.50339894e-002	
1.40093396e+000	6.73197469e-001	-6.72724453e-001	2.52317705e-002	
1.49432955e+000	6.75348628e-001	-6.74869696e-001	2.54295515e-002	
1.58772515e+000	6.77499807e-001	-6.77014939e-001	2.56273326e-002	
1.68112075e+000	6.79651006e-001	-6.79160183e-001	2.58251137e-002	
1.77451634e+000	6.81802225e-001	-6.81305426e-001	2.60228947e-002	
1.86791194e+000	6.83953464e-001	-6.83450669e-001	2.62206758e-002	
1.96130754e+000	6.86104722e-001	-6.85595912e-001	2.64184569e-002	
2.05470314e+000	6.88255999e-001	-6.87741155e-001	2.66162379e-002	
2.14809873e+000	6.90407296e-001	-6.89886398e-001	2.68140190e-002	
2.24149433e+000	6.92558612e-001	-6.92031642e-001	2.70118001e-002	
2.33488993e+000	6.94709946e-001	-6.94176885e-001	2.72095811e-002	
2.42828552e+000	6.96861299e-001	-6.96322128e-001	2.74073622e-002	
2.52168112e+000	6.99012670e-001	-6.98467371e-001	2.76051432e-002	
2.61507672e+000	7.01164059e-001	-7.00612614e-001	2.78029243e-002	
2.70847231e+000	7.03315467e-001	-7.02757858e-001	2.80007054e-002	
2.80186791e+000	7.05466892e-001	-7.04903101e-001	2.81984864e-002	
2.89526351e+000	7.07618336e-001	-7.07048344e-001	2.83962675e-002	
2.98865911e+000	7.09769796e-001	-7.09193587e-001	2.85940486e-002	
3.08205470e+000	7.11921274e-001	-7.11338830e-001	2.87918296e-002	
3.17545030e+000	7.14072770e-001	-7.13484074e-001	2.89896107e-002	
3.26884590e+000	7.16224282e-001	-7.15629317e-001	2.91873917e-002	
3.36224149e+000	7.18375812e-001	-7.17774560e-001	2.93851728e-002	
3.45563709e+000	7.20527358e-001	-7.19919803e-001	2.95829539e-002	
3.54903269e+000	7.22678921e-001	-7.22065046e-001	2.97807349e-002	
3.64242829e+000	7.24830501e-001	-7.24210289e-001	2.99785160e-002	
3.73582388e+000	7.26982097e-001	-7.26355533e-001	3.01762971e-002	
3.82921948e+000	7.29133709e-001	-7.28500776e-001	3.03740781e-002	
3.92261508e+000	7.31285337e-001	-7.30646019e-001	3.05718592e-002	
4.01601067e+000	7.33436981e-001	-7.32791262e-001	3.07696403e-002	
4.10940627e+000	7.35588641e-001	-7.34936505e-001	3.09674213e-002	
4.20280187e+000	7.37895487e-001	-7.37234624e-001	3.12227301e-002	
4.29619746e+000	7.40297811e-001	-7.39626766e-001	3.15134209e-002	
4.38959306e+000	7.42700184e-001	-7.42018909e-001	3.18041117e-002	
4.48298866e+000	7.45102604e-001	-7.44411052e-001	3.20948026e-002	
4.57638426e+000	7.47505071e-001	-7.46803194e-001	3.23854934e-002	
4.66977985e+000	7.49907585e-001	-7.49195337e-001	3.26761842e-002	
4.76317545e+000	7.52310145e-001	-7.51587480e-001	3.29668750e-002	
4.85657105e+000	7.54712751e-001	-7.53979623e-001	3.32575658e-002	
4.94996664e+000	7.57115403e-001	-7.56371765e-001	3.35482566e-002	
5.04336224e+000	7.59518099e-001	-7.58763908e-001	3.38389474e-002	
5.13675784e+000	7.61920840e-001	-7.61156051e-001	3.41296382e-002	
5.23015344e+000	7.64323624e-001	-7.63548194e-001	3.44203290e-002	
5.32354903e+000	7.66726453e-001	-7.65940336e-001	3.47110198e-002	
5.41694463e+000	7.69129325e-001	-7.68332479e-001	3.50017106e-002	
5.51034023e+000	7.71532239e-001	-7.70724622e-001	3.52924014e-002	
5.60373582e+000	7.73935196e-001	-7.73116764e-001	3.55830923e-002	
5.69713142e+000	7.76338195e-001	-7.75508907e-001	3.58737831e-002	
5.79052702e+000	7.78741236e-001	-7.77901050e-001	3.61644739e-002	
5.88392262e+000	7.81144318e-001	-7.80293193e-001	3.64551647e-002	
5.97731821e+000	7.83547441e-001	-7.82685335e-001	3.67458555e-002	
6.07071381e+000	7.85950604e-001	-7.85077478e-001	3.70365463e-002	
6.16410941e+000	7.88353808e-001	-7.87469621e-001	3.73272371e-002	
6.25750500e+000	7.90757051e-001	-7.89861764e-001	3.76179279e-002	
6.35090060e+000	7.93160334e-001	-7.92253906e-001	3.79086187e-002	
6.44429620e+000	7.95563656e-001	-7.94646049e-001	3.81993095e-002	
6.53769179e+000	7.97967016e-001	-7.97038192e-001	3.84900003e-002	
6.63108739e+000	8.00370415e-001	-7.99430334e-001	3.87806911e-002	
6.72448299e+000	8.02773852e-001	-8.01822477e-001	3.90713820e-002	
6.81787859e+000	8.05177327e-001	-8.04214620e-001	3.93620728e-002	
6.91127418e+000	8.07580839e-001	-8.06606763e-001	3.96527636e-002	
7.00466978e+000	8.09984388e-001	-8.08998905e-001	3.99434544e-002	
7.09806538e+000	8.12387973e-001	-8.11391048e-001	4.02341452e-002	
7.19146097e+000	8.14791595e-001	-8.13783191e-001	4.05248360e-002	
7.28485657e+000	8.17195253e-001	-8.16175333e-001	4.08155268e-002	
7.37825217e+000	8.19598947e-001	-8.18567476e-001	4.11062176e-002	
7.47164777e+000	8.22002676e-001	-8.20959619e-001	4.13969084e-002	
7.56504336e+000	8.24406441e-001	-8.23351762e-001	4.16875992e-002	
7.65843896e+000	8.26895186e-001	-8.25827015e-001	4.20165563e-002	
7.75183456e+000	8.29457930e-001	-8.28374609e-001	4.23788214e-002	
7.84523015e+000	8.32020738e-001	-8.30922204e-001	4.27410864e-002	
7.93862575e+000	8.34583611e-001	-8.33469798e-001	4.31033515e-002	
8.03202135e+000	8.37146547e-001	-8.36017393e-001	4.34656166e-002	
8.12541694e+000	8.39709546e-001	-8.38564987e-001	4.38278816e-002	
8.21881254e+000	8.42272607e-001	-8.41112582e-001	4.41901467e-002	
8.31220814e+000	8.44835730e-001	-8.43660176e-001	4.45524118e-002	
8.40560374e+000	8.47398914e-001	-8.46207771e-001	4.49146768e-002	
8.49899933e+000	8.49962159e-001	-8.48755365e-001	4.52769419e-002	
