1 1 2 113   4.03000000000E-002  2.12299374465E-005  0.00000000000E+000  1.31924792854E+000  5.61159787816E-003  0.00000000000E+000
1 1 2 2517   4.03000000000E-002  4.24507073050E-001  0.00000000000E+000  1.31924792854E+000  5.61159787816E-003  0.00000000000E+000
1 1 2 2517   4.03000000000E-002  4.24549532925E-001  0.00000000000E+000  1.31826017627E+000  1.94062673990E-002  0.00000000000E+000
1 1 2 2518   4.03000000000E-002  8.49035376040E-001  0.00000000000E+000  1.31826017627E+000  1.94062673990E-002  0.00000000000E+000
1 1 2 2518   4.03000000000E-002  8.49077835915E-001  0.00000000000E+000  1.31838481030E+000  2.86864790292E-002  0.00000000000E+000
1 1 2 2519   4.03000000000E-002  1.27356367904E+000  0.00000000000E+000  1.31838481030E+000  2.86864790292E-002  0.00000000000E+000
1 1 2 2519   4.03000000000E-002  1.27360613891E+000  0.00000000000E+000  1.31816524280E+000  3.81665522531E-002  0.00000000000E+000
1 1 2 2520   4.03000000000E-002  1.69809198202E+000  0.00000000000E+000  1.31816524280E+000  3.81665522531E-002  0.00000000000E+000
1 1 2 2520   4.03000000000E-002  1.69813444190E+000  0.00000000000E+000  1.31780854582E+000  4.77190433115E-002  0.00000000000E+000
1 1 2 2521   4.03000000000E-002  2.12262028500E+000  0.00000000000E+000  1.31780854582E+000  4.77190433115E-002  0.00000000000E+000
1 1 2 2521   4.03000000000E-002  2.12266274488E+000  0.00000000000E+000  1.31737192841E+000  5.72594736638E-002  0.00000000000E+000
1 1 2 2522   4.03000000000E-002  2.54714858801E+000  0.00000000000E+000  1.31737192841E+000  5.72594736638E-002  0.00000000000E+000
1 1 2 2522   4.03000000000E-002  2.54719104789E+000  0.00000000000E+000  1.31684748872E+000  6.68194324643E-002  0.00000000000E+000
1 1 2 2523   4.03000000000E-002  2.97167689100E+000  0.00000000000E+000  1.31684748872E+000  6.68194324643E-002  0.00000000000E+000
1 1 2 2523   4.03000000000E-002  2.97171935088E+000  0.00000000000E+000  1.31625254050E+000  7.63604990087E-002  0.00000000000E+000
1 1 2 2524   4.03000000000E-002  3.39620519398E+000  0.00000000000E+000  1.31625254050E+000  7.63604990087E-002  0.00000000000E+000
1 1 2 2524   4.03000000000E-002  3.39624765386E+000  0.00000000000E+000  1.31557519083E+000  8.58679392244E-002  0.00000000000E+000
1 1 2 2525   4.03000000000E-002  3.82073349692E+000  0.00000000000E+000  1.31557519083E+000  8.58679392244E-002  0.00000000000E+000
1 1 2 2525   4.03000000000E-002  3.82077595680E+000  0.00000000000E+000  1.31479700144E+000  9.53635670220E-002  0.00000000000E+000
1 1 2 2526   4.03000000000E-002  4.24526179985E+000  0.00000000000E+000  1.31479700144E+000  9.53635670220E-002  0.00000000000E+000
1 1 2 2526   4.03000000000E-002  4.24530425973E+000  0.00000000000E+000  1.31391985411E+000  1.04902113990E-001  0.00000000000E+000
1 1 2 2527   4.03000000000E-002  4.66979010270E+000  0.00000000000E+000  1.31391985411E+000  1.04902113990E-001  0.00000000000E+000
1 1 2 2527   4.03000000000E-002  4.66983256258E+000  0.00000000000E+000  1.31297372989E+000  1.14366146329E-001  0.00000000000E+000
1 1 2 2528   4.03000000000E-002  5.09431840553E+000  0.00000000000E+000  1.31297372989E+000  1.14366146329E-001  0.00000000000E+000
1 1 2 2528   4.03000000000E-002  5.09436086540E+000  0.00000000000E+000  1.31191828065E+000  1.23876430566E-001  0.00000000000E+000
1 1 2 2529   4.03000000000E-002  5.51884670833E+000  0.00000000000E+000  1.31191828065E+000  1.23876430566E-001  0.00000000000E+000
1 1 2 2529   4.03000000000E-002  5.51888916821E+000  0.00000000000E+000  1.31079178711E+000  1.33324075874E-001  0.00000000000E+000
1 1 2 2530   4.03000000000E-002  5.94337501129E+000  0.00000000000E+000  1.31079178711E+000  1.33324075874E-001  0.00000000000E+000
1 1 2 2530   4.03000000000E-002  5.94341747117E+000  0.00000000000E+000  1.30956166842E+000  1.42810751197E-001  0.00000000000E+000
1 1 2 2531   4.03000000000E-002  6.36790331432E+000  0.00000000000E+000  1.30956166842E+000  1.42810751197E-001  0.00000000000E+000
1 1 2 2531   4.03000000000E-002  6.36794577419E+000  0.00000000000E+000  1.30825934711E+000  1.52227691850E-001  0.00000000000E+000
1 1 2 2532   4.03000000000E-002  6.79243161739E+000  0.00000000000E+000  1.30825934711E+000  1.52227691850E-001  0.00000000000E+000
1 1 2 2532   4.03000000000E-002  6.79247407727E+000  0.00000000000E+000  1.30684861750E+000  1.61653969407E-001  0.00000000000E+000
1 1 2 2533   4.03000000000E-002  7.21695992045E+000  0.00000000000E+000  1.30684861750E+000  1.61653969407E-001  0.00000000000E+000
1 1 2 2533   4.03000000000E-002  7.21700238032E+000  0.00000000000E+000  1.30534106559E+000  1.71005657354E-001  0.00000000000E+000
1 1 2 2534   4.03000000000E-002  7.64148822349E+000  0.00000000000E+000  1.30534106559E+000  1.71005657354E-001  0.00000000000E+000
1 1 2 2534   4.03000000000E-002  7.64153068336E+000  0.00000000000E+000  1.30370900049E+000  1.80347696948E-001  0.00000000000E+000
1 1 2 2535   4.03000000000E-002  8.06601652660E+000  0.00000000000E+000  1.30370900049E+000  1.80347696948E-001  0.00000000000E+000
1 1 2 2535   4.03000000000E-002  8.06605898647E+000  0.00000000000E+000  1.30196429877E+000  1.89720399652E-001  0.00000000000E+000
1 1 2 2536   4.03000000000E-002  8.49054482972E+000  0.00000000000E+000  1.30196429877E+000  1.89720399652E-001  0.00000000000E+000
1 1 2 2536   4.03000000000E-002  8.49058728960E+000  0.00000000000E+000  1.30012434920E+000  1.98993845743E-001  0.00000000000E+000
1 1 2 2537   4.03000000000E-002  8.91507313321E+000  0.00000000000E+000  1.30012434920E+000  1.98993845743E-001  0.00000000000E+000
1 1 2 2537   4.03000000000E-002  8.91511559309E+000  0.00000000000E+000  1.29816010927E+000  2.08323074796E-001  0.00000000000E+000
1 1 2 2538   4.03000000000E-002  9.33960143680E+000  0.00000000000E+000  1.29816010927E+000  2.08323074796E-001  0.00000000000E+000
1 1 2 2538   4.03000000000E-002  9.33964389667E+000  0.00000000000E+000  1.29609689563E+000  2.17384610422E-001  0.00000000000E+000
1 1 2 2539   4.03000000000E-002  9.76412973974E+000  0.00000000000E+000  1.29609689563E+000  2.17384610422E-001  0.00000000000E+000
1 1 2 2539   4.03000000000E-002  9.76417219961E+000  0.00000000000E+000  1.29381077297E+000  2.26561406015E-001  0.00000000000E+000
1 1 2 2540   4.03000000000E-002  1.01886580425E+001  0.00000000000E+000  1.29381077297E+000  2.26561406015E-001  0.00000000000E+000
1 1 2 2540   4.03000000000E-002  1.01887005024E+001  0.00000000000E+000  1.29141668970E+000  2.35745068006E-001  0.00000000000E+000
1 1 2 2541   4.03000000000E-002  1.06131863459E+001  0.00000000000E+000  1.29141668970E+000  2.35745068006E-001  0.00000000000E+000
1 1 2 2541   4.03000000000E-002  1.06132288058E+001  0.00000000000E+000  1.28887767795E+000  2.44581730257E-001  0.00000000000E+000
1 1 2 2542   4.03000000000E-002  1.10377146493E+001  0.00000000000E+000  1.28887767795E+000  2.44581730257E-001  0.00000000000E+000
1 1 2 2542   4.03000000000E-002  1.10377571092E+001  0.00000000000E+000  1.28606145120E+000  2.53461297418E-001  0.00000000000E+000
1 1 2 2543   4.03000000000E-002  1.14622429522E+001  0.00000000000E+000  1.28606145120E+000  2.53461297418E-001  0.00000000000E+000
1 1 2 2543   4.03000000000E-002  1.14622854121E+001  0.00000000000E+000  1.28303738407E+000  2.62298044265E-001  0.00000000000E+000
1 1 2 2544   4.03000000000E-002  1.18867712552E+001  0.00000000000E+000  1.28303738407E+000  2.62298044265E-001  0.00000000000E+000
1 1 2 2544   4.03000000000E-002  1.18868137151E+001  0.00000000000E+000  1.27976899568E+000  2.70643470497E-001  0.00000000000E+000
1 1 2 2545   4.03000000000E-002  1.23112995583E+001  0.00000000000E+000  1.27976899568E+000  2.70643470497E-001  0.00000000000E+000
1 1 2 2545   4.03000000000E-002  1.23113420182E+001  0.00000000000E+000  1.27608504957E+000  2.78950367384E-001  0.00000000000E+000
1 1 2 2546   4.03000000000E-002  1.27358278612E+001  0.00000000000E+000  1.27608504957E+000  2.78950367384E-001  0.00000000000E+000
1 1 2 2546   4.03000000000E-002  1.27358703210E+001  0.00000000000E+000  1.27202947797E+000  2.86337803005E-001  0.00000000000E+000
1 1 2 2547   4.03000000000E-002  1.31603561642E+001  0.00000000000E+000  1.27202947797E+000  2.86337803005E-001  0.00000000000E+000
