   0.000000000000E+000   0.000000000000E+000   2.806367400501E-006   3.190518120086E-006   3.333333333330E-004   2.506664671280E-003   2.506664671280E-003   2.506664671280E-003   7.637991369396E+000   1.102932455363E-003   7.636888436940E+000   0.000000000000E+000   0.000000000000E+000   4.393229966755E-015   4.393229966755E-015   4.393229966755E-015   4.393229966755E+000   6.589844950132E-016  -4.393229966755E+000   0.000000000000E+000   0.000000000000E+000
   0.000000000000E+000   0.000000000000E+000   1.104913514230E-005   1.677230355338E-005   6.666666666660E-004   4.973797743290E-003   4.973797743290E-003   4.973797743290E-003   1.263516804807E+001   2.188471007048E-003   1.263297957706E+001   0.000000000000E+000   0.000000000000E+000   7.277469620655E-015   7.277469620655E-015   7.277469620655E-015   7.277469620655E+000   1.091620443098E-015  -7.277469620655E+000   0.000000000000E+000   0.000000000000E+000
   0.000000000000E+000   0.000000000000E+000   2.421037996617E-005   4.442045913608E-005   9.999999999990E-004   7.362491053690E-003   7.362491053690E-003   7.362491053690E-003   1.599612544643E+001   3.239496063624E-003   1.599288595037E+001   0.000000000000E+000   0.000000000000E+000   9.217451358268E-015   9.217451358268E-015   9.217451358268E-015   9.217451358268E+000   1.382617703740E-015  -9.217451358268E+000   0.000000000000E+000   0.000000000000E+000
   0.000000000000E+000   0.000000000000E+000   4.146313217238E-005   9.011119868008E-005   1.333333333332E-003   9.635073482030E-003   9.635073482030E-003   9.635073482030E-003   1.992047571501E+001   4.239432332093E-003   1.991623628268E+001   0.000000000000E+000   0.000000000000E+000   1.148287832776E-014   1.148287832776E-014   1.148287832776E-014   1.148287832776E+001   1.722431749164E-015  -1.148287832776E+001   0.000000000000E+000   0.000000000000E+000
   0.000000000000E+000   0.000000000000E+000   6.172333946072E-005   1.518102776311E-004   1.666666666665E-003   1.175570504580E-002   1.175570504580E-002   1.175570504580E-002   2.148196625062E+001   5.172510220152E-003   2.147679374040E+001   0.000000000000E+000   0.000000000000E+000   1.238479837544E-014   1.238479837544E-014   1.238479837544E-014   1.238479837544E+001   1.857719756316E-015  -1.238479837544E+001   0.000000000000E+000   0.000000000000E+000
   0.000000000000E+000   0.000000000000E+000   8.371797620305E-005   2.237963172671E-004   1.999999999998E-003   1.369094211860E-002   1.369094211860E-002   1.369094211860E-002   2.058628351543E+001   6.024014532184E-003   2.058025950090E+001   0.000000000000E+000   0.000000000000E+000   1.186817574160E-014   1.186817574160E-014   1.186817574160E-014   1.186817574160E+001   1.780226361240E-015  -1.186817574160E+001   0.000000000000E+000   0.000000000000E+000
   0.000000000000E+000   0.000000000000E+000   1.060650374344E-004   2.971933295881E-004   2.333333333331E-003   1.541026485550E-002   1.541026485550E-002   1.541026485550E-002   1.775276414671E+001   6.780516536420E-003   1.774598363018E+001   0.000000000000E+000   0.000000000000E+000   1.023345379280E-014   1.023345379280E-014   1.023345379280E-014   1.023345379280E+001   1.535018068920E-015  -1.023345379280E+001   0.000000000000E+000   0.000000000000E+000
   0.000000000000E+000   0.000000000000E+000   1.273603796276E-004   3.616474621764E-004   2.666666666664E-003   1.688655851000E-002   1.688655851000E-002   1.688655851000E-002   1.356755279094E+001   7.430085744400E-003   1.356012270520E+001   0.000000000000E+000   0.000000000000E+000   7.818663487432E-015   7.818663487432E-015   7.818663487432E-015   7.818663487432E+000   1.172799523115E-015  -7.818663487432E+000   0.000000000000E+000   0.000000000000E+000
   0.000000000000E+000   0.000000000000E+000   1.462659332996E-004   4.281271176941E-004   2.999999999997E-003   1.809654104930E-002   1.809654104930E-002   1.809654104930E-002   1.267861701681E+001   7.962478061692E-003   1.267065453875E+001   0.000000000000E+000   0.000000000000E+000   7.306889530786E-015   7.306889530786E-015   7.306889530786E-015   7.306889530786E+000   1.096033429618E-015  -7.306889530786E+000   0.000000000000E+000   0.000000000000E+000
   0.000000000000E+000   0.000000000000E+000   1.615937978394E-004   4.764185456387E-004   3.333333333330E-003   1.902113032590E-002   1.902113032590E-002   1.902113032590E-002   8.283936624734E+000   8.369297343396E-003   8.275567327390E+000   0.000000000000E+000   0.000000000000E+000   4.771440454725E-015   4.771440454725E-015   4.771440454725E-015   4.771440454725E+000   7.157160682088E-016  -4.771440454725E+000   0.000000000000E+000   0.000000000000E+000
