0.00000000e+000	8.83677825e-001	
9.43438000e-003	8.83634818e-001	
1.88687600e-002	8.83591812e-001	
2.83031400e-002	8.83548807e-001	
3.77375200e-002	8.83505802e-001	
4.71719000e-002	8.83462798e-001	
5.66062800e-002	8.83419795e-001	
6.60406600e-002	8.83376793e-001	
7.54750400e-002	8.83333791e-001	
8.49094200e-002	8.83290790e-001	
9.43438000e-002	8.83247790e-001	
1.03778180e-001	8.83204790e-001	
1.13212560e-001	8.83161791e-001	
1.22646940e-001	8.83118793e-001	
1.32081320e-001	8.83075795e-001	
1.41515700e-001	8.83032798e-001	
1.50950080e-001	8.82989802e-001	
1.60384460e-001	8.82946806e-001	
1.69818840e-001	8.82903811e-001	
1.79253220e-001	8.82860817e-001	
1.88687600e-001	8.82817824e-001	
1.98121980e-001	8.82774831e-001	
2.07556360e-001	8.82732786e-001	
2.16990740e-001	8.82696839e-001	
2.26425120e-001	8.82659920e-001	
2.35859500e-001	8.82614812e-001	
2.45293880e-001	8.82569707e-001	
2.54728260e-001	8.82524604e-001	
2.64162640e-001	8.82479505e-001	
2.73597020e-001	8.82434407e-001	
2.83031400e-001	8.82389313e-001	
2.92465780e-001	8.82344221e-001	
3.01900160e-001	8.82299132e-001	
3.11334540e-001	8.82254045e-001	
3.20768920e-001	8.82208962e-001	
3.30203300e-001	8.82163880e-001	
3.39637680e-001	8.82118802e-001	
3.49072060e-001	8.82073726e-001	
3.58506440e-001	8.82028653e-001	
3.67940820e-001	8.81983582e-001	
3.77375200e-001	8.81938514e-001	
3.86809580e-001	8.81893449e-001	
3.96243960e-001	8.81848387e-001	
4.05678340e-001	8.81801932e-001	
4.15112720e-001	8.81745820e-001	
4.24547100e-001	8.81689714e-001	
4.33981480e-001	8.81633612e-001	
4.43415860e-001	8.81577516e-001	
4.52850240e-001	8.81521424e-001	
4.62284620e-001	8.81465338e-001	
4.71719000e-001	8.81409256e-001	
4.81153380e-001	8.81353180e-001	
4.90587760e-001	8.81297108e-001	
5.00022140e-001	8.81241041e-001	
5.09456520e-001	8.81184980e-001	
5.18890900e-001	8.81128923e-001	
5.28325280e-001	8.81072871e-001	
5.37759660e-001	8.81016824e-001	
5.47194040e-001	8.80960783e-001	
5.56628420e-001	8.80904746e-001	
5.66062800e-001	8.80844447e-001	
5.75497180e-001	8.80782186e-001	
5.84931560e-001	8.80719930e-001	
5.94365940e-001	8.80657463e-001	
6.03800320e-001	8.80592944e-001	
6.13234700e-001	8.80528428e-001	
6.22669080e-001	8.80480083e-001	
6.32103460e-001	8.80448007e-001	
6.41537840e-001	8.80415935e-001	
6.50972220e-001	8.80384611e-001	
6.60406600e-001	8.80356753e-001	
6.69840980e-001	8.80328898e-001	
6.79275360e-001	8.80301048e-001	
6.88709740e-001	8.80273202e-001	
6.98144120e-001	8.80245359e-001	
7.07578500e-001	8.80217521e-001	
7.17012880e-001	8.80189686e-001	
7.26447260e-001	8.80161855e-001	
7.35881640e-001	8.80134029e-001	
7.45316020e-001	8.80106206e-001	
7.54750400e-001	8.80078387e-001	
7.64184780e-001	8.80050572e-001	
7.73619160e-001	8.80022761e-001	
7.83053540e-001	8.79994953e-001	
7.92487920e-001	8.79967150e-001	
8.01922300e-001	8.79939351e-001	
8.11356680e-001	8.79911555e-001	
8.20791060e-001	8.79883764e-001	
8.30225440e-001	8.79855976e-001	
8.39659820e-001	8.79828193e-001	
8.49094200e-001	8.79800413e-001	
8.58528580e-001	8.79772637e-001	
8.67962960e-001	8.79744865e-001	
8.77397340e-001	8.79717097e-001	
8.86831720e-001	8.79689333e-001	
8.96266100e-001	8.79661573e-001	
9.05700480e-001	8.79633817e-001	
9.15134860e-001	8.79599172e-001	
9.24569240e-001	8.79560478e-001	
9.34003620e-001	8.79521794e-001	
9.43438000e-001	8.79483120e-001	
9.52872380e-001	8.79444456e-001	
9.62306760e-001	8.79418467e-001	
9.71741140e-001	8.79393639e-001	
9.81175520e-001	8.79368818e-001	
9.90609900e-001	8.79344005e-001	
1.00004428e+000	8.79319199e-001	
1.00947866e+000	8.79294400e-001	
1.01891304e+000	8.79269609e-001	
1.02834742e+000	8.79244824e-001	
1.03778180e+000	8.79220047e-001	
1.04721618e+000	8.79195278e-001	
1.05665056e+000	8.79170515e-001	
1.06608494e+000	8.79145760e-001	
1.07551932e+000	8.79121012e-001	
1.08495370e+000	8.79096271e-001	
1.09438808e+000	8.79071538e-001	
1.10382246e+000	8.79046812e-001	
1.11325684e+000	8.79022093e-001	
1.12269122e+000	8.78997382e-001	
1.13212560e+000	8.78972677e-001	
1.14155998e+000	8.78945857e-001	
1.15099436e+000	8.78917076e-001	
1.16042874e+000	8.78893677e-001	
1.16986312e+000	8.78865648e-001	
1.17929750e+000	8.78836428e-001	
1.18873188e+000	8.78807217e-001	
1.19816626e+000	8.78778016e-001	
1.20760064e+000	8.78748825e-001	
1.21703502e+000	8.78719644e-001	
1.22646940e+000	8.78690472e-001	
1.23590378e+000	8.78661310e-001	
1.24533816e+000	8.78632159e-001	
1.25477254e+000	8.78603016e-001	
1.26420692e+000	8.78573884e-001	
1.27364130e+000	8.78544762e-001	
1.28307568e+000	8.78515649e-001	
1.29251006e+000	8.78486546e-001	
1.30194444e+000	8.78471246e-001	
1.31137882e+000	8.78458373e-001	
1.32081320e+000	8.78445508e-001	
1.33024758e+000	8.78432652e-001	
1.33968196e+000	8.78419804e-001	
1.34911634e+000	8.78406964e-001	
1.35855072e+000	8.78394132e-001	
1.36798510e+000	8.78381308e-001	
1.37741948e+000	8.78368492e-001	
1.38685386e+000	8.78355685e-001	
1.39628824e+000	8.78342886e-001	
1.40572262e+000	8.78330095e-001	
1.41515700e+000	8.78328333e-001	
1.42459138e+000	8.78351558e-001	
1.43402576e+000	8.78374790e-001	
1.44346014e+000	8.78398031e-001	
1.45289452e+000	8.78421279e-001	
1.46232890e+000	8.78444535e-001	
1.47176328e+000	8.78467799e-001	
1.48119766e+000	8.78491071e-001	
1.49063204e+000	8.78514350e-001	
1.50006642e+000	8.78537638e-001	
1.50950080e+000	8.78560933e-001	
1.51893518e+000	8.78584237e-001	
1.52836956e+000	8.78607548e-001	
1.53780394e+000	8.78630867e-001	
1.54723832e+000	8.78652077e-001	
1.55667270e+000	8.78672729e-001	
1.56610708e+000	8.78693392e-001	
1.57554146e+000	8.78702500e-001	
1.58497584e+000	8.78709516e-001	
1.59441022e+000	8.78716554e-001	
1.60384460e+000	8.78723615e-001	
1.61327898e+000	8.78730698e-001	
1.62271336e+000	8.78737802e-001	
1.63214774e+000	8.78744929e-001	
1.64158212e+000	8.78752297e-001	
1.65101650e+000	8.78759890e-001	
1.66045088e+000	8.78767502e-001	
1.66988526e+000	8.78775133e-001	
1.67931964e+000	8.78782783e-001	
1.68875402e+000	8.78790452e-001	
1.69818840e+000	8.78798140e-001	
1.70762278e+000	8.78811333e-001	
1.71705716e+000	8.78840431e-001	
1.72649154e+000	8.78869541e-001	
1.73592592e+000	8.78898663e-001	
1.74536030e+000	8.78927797e-001	
1.75479468e+000	8.78959721e-001	
1.76422906e+000	8.78994643e-001	
1.77366344e+000	8.79029578e-001	
1.78309782e+000	8.79064528e-001	
1.79253220e+000	8.79099491e-001	
1.80196658e+000	8.79134468e-001	
1.81140096e+000	8.79169460e-001	
1.82083534e+000	8.79204465e-001	
1.83026972e+000	8.79239484e-001	
1.83970410e+000	8.79274517e-001	
1.84913848e+000	8.79309564e-001	
1.85857286e+000	8.79344625e-001	
1.86800724e+000	8.79379699e-001	
1.87744162e+000	8.79420133e-001	
1.88687600e+000	8.79466746e-001	
1.89631038e+000	8.79513365e-001	
1.90574476e+000	8.79559991e-001	
1.91517914e+000	8.79606624e-001	
1.92461352e+000	8.79653263e-001	
1.93404790e+000	8.79699910e-001	
1.94348228e+000	8.79745618e-001	
1.95291666e+000	8.79790548e-001	
1.96235104e+000	8.79835485e-001	
1.97178542e+000	8.79880429e-001	
1.98121980e+000	8.79925381e-001	
1.99065418e+000	8.79970340e-001	
2.00008856e+000	8.80015306e-001	
2.00952294e+000	8.80060280e-001	
2.01895732e+000	8.80105261e-001	
2.02839170e+000	8.80150250e-001	
2.03782608e+000	8.80195246e-001	
