1 1 0   4.03000000000E-002 -3.32201016211E-014  0.00000000000E+000 -1.31917967746E+000 -5.61130657898E-003  0.00000000000E+000
1 1 1   4.03000000000E-002  1.19920053298E-001  0.00000000000E+000 -1.31917967746E+000 -5.61130657898E-003  0.00000000000E+000
1 1 2   4.03000000000E-002  2.39840106596E-001  0.00000000000E+000 -1.31917967746E+000 -5.61130657898E-003  0.00000000000E+000
1 1 3   4.03000000000E-002  3.59760159893E-001  0.00000000000E+000 -1.31917967746E+000 -5.61130657898E-003  0.00000000000E+000
1 1 4   4.03000000000E-002  4.79680213191E-001  0.00000000000E+000  1.31826017627E+000  1.94062673990E-002  0.00000000000E+000
1 1 5   4.03000000000E-002  5.99600266489E-001  0.00000000000E+000  1.31826017627E+000  1.94062673990E-002  0.00000000000E+000
1 1 6   4.03000000000E-002  7.19520319787E-001  0.00000000000E+000  1.31826017627E+000  1.94062673990E-002  0.00000000000E+000
1 1 7   4.03000000000E-002  8.39440373085E-001  0.00000000000E+000  1.31826017627E+000  1.94062673990E-002  0.00000000000E+000
1 1 8   4.03000000000E-002  9.59360426382E-001  0.00000000000E+000  1.31838481030E+000  2.86864790292E-002  0.00000000000E+000
1 1 9   4.03000000000E-002  1.07928047968E+000  0.00000000000E+000  1.31838481030E+000  2.86864790292E-002  0.00000000000E+000
1 1 10   4.03000000000E-002  1.19920053298E+000  0.00000000000E+000  1.31838481030E+000  2.86864790292E-002  0.00000000000E+000
1 1 11   4.03000000000E-002  1.31912058628E+000  0.00000000000E+000  1.31816524280E+000  3.81665522531E-002  0.00000000000E+000
1 1 12   4.03000000000E-002  1.43904063957E+000  0.00000000000E+000  1.31816524280E+000  3.81665522531E-002  0.00000000000E+000
1 1 13   4.03000000000E-002  1.55896069287E+000  0.00000000000E+000  1.31816524280E+000  3.81665522531E-002  0.00000000000E+000
1 1 14   4.03000000000E-002  1.67888074617E+000  0.00000000000E+000  1.31816524280E+000  3.81665522531E-002  0.00000000000E+000
1 1 15   4.03000000000E-002  1.79880079947E+000  0.00000000000E+000  1.31780854582E+000  4.77190433115E-002  0.00000000000E+000
1 1 16   4.03000000000E-002  1.91872085276E+000  0.00000000000E+000  1.31780854582E+000  4.77190433115E-002  0.00000000000E+000
1 1 17   4.03000000000E-002  2.03864090606E+000  0.00000000000E+000  1.31780854582E+000  4.77190433115E-002  0.00000000000E+000
1 1 18   4.03000000000E-002  2.15856095936E+000  0.00000000000E+000  1.31737192841E+000  5.72594736638E-002  0.00000000000E+000
1 1 19   4.03000000000E-002  2.27848101266E+000  0.00000000000E+000  1.31737192841E+000  5.72594736638E-002  0.00000000000E+000
1 1 20   4.03000000000E-002  2.39840106596E+000  0.00000000000E+000  1.31737192841E+000  5.72594736638E-002  0.00000000000E+000
1 1 21   4.03000000000E-002  2.51832111925E+000  0.00000000000E+000  1.31737192841E+000  5.72594736638E-002  0.00000000000E+000
1 1 22   4.03000000000E-002  2.63824117255E+000  0.00000000000E+000  1.31684748872E+000  6.68194324643E-002  0.00000000000E+000
1 1 23   4.03000000000E-002  2.75816122585E+000  0.00000000000E+000  1.31684748872E+000  6.68194324643E-002  0.00000000000E+000
1 1 24   4.03000000000E-002  2.87808127915E+000  0.00000000000E+000  1.31684748872E+000  6.68194324643E-002  0.00000000000E+000
1 1 25   4.03000000000E-002  2.99800133245E+000  0.00000000000E+000  1.31625254050E+000  7.63604990087E-002  0.00000000000E+000
1 1 26   4.03000000000E-002  3.11792138574E+000  0.00000000000E+000  1.31625254050E+000  7.63604990087E-002  0.00000000000E+000
1 1 27   4.03000000000E-002  3.23784143904E+000  0.00000000000E+000  1.31625254050E+000  7.63604990087E-002  0.00000000000E+000
1 1 28   4.03000000000E-002  3.35776149234E+000  0.00000000000E+000  1.31625254050E+000  7.63604990087E-002  0.00000000000E+000
1 1 29   4.03000000000E-002  3.47768154564E+000  0.00000000000E+000  1.31557519083E+000  8.58679392244E-002  0.00000000000E+000
1 1 30   4.03000000000E-002  3.59760159893E+000  0.00000000000E+000  1.31557519083E+000  8.58679392244E-002  0.00000000000E+000
1 1 31   4.03000000000E-002  3.71752165223E+000  0.00000000000E+000  1.31557519083E+000  8.58679392244E-002  0.00000000000E+000
1 1 32   4.03000000000E-002  3.83744170553E+000  0.00000000000E+000  1.31479700144E+000  9.53635670220E-002  0.00000000000E+000
1 1 33   4.03000000000E-002  3.95736175883E+000  0.00000000000E+000  1.31479700144E+000  9.53635670220E-002  0.00000000000E+000
1 1 34   4.03000000000E-002  4.07728181213E+000  0.00000000000E+000  1.31479700144E+000  9.53635670220E-002  0.00000000000E+000
1 1 35   4.03000000000E-002  4.19720186542E+000  0.00000000000E+000  1.31479700144E+000  9.53635670220E-002  0.00000000000E+000
1 1 36   4.03000000000E-002  4.31712191872E+000  0.00000000000E+000  1.31391985411E+000  1.04902113990E-001  0.00000000000E+000
1 1 37   4.03000000000E-002  4.43704197202E+000  0.00000000000E+000  1.31391985411E+000  1.04902113990E-001  0.00000000000E+000
1 1 38   4.03000000000E-002  4.55696202532E+000  0.00000000000E+000  1.31391985411E+000  1.04902113990E-001  0.00000000000E+000
1 1 39   4.03000000000E-002  4.67688207861E+000  0.00000000000E+000  1.31297372989E+000  1.14366146329E-001  0.00000000000E+000
1 1 40   4.03000000000E-002  4.79680213191E+000  0.00000000000E+000  1.31297372989E+000  1.14366146329E-001  0.00000000000E+000
