"Time [ms]","InducedVoltage(PriCoil) [V]","InducedVoltage(SecCoil) [V]","Current(PriCoil) [mA]"
13.6666666666669,8.89648961833583,5.12908297398791,-18.0965410493196
13.8333333333336,10.3510355581046,5.96780902776833,-17.5261336008763
14.0000000000003,11.8164781252945,6.81285861085637,-16.8865585100391
14.1666666666669,13.275299243589,7.65413081180193,-16.1803398874979
14.3333333333336,14.6491115133463,8.44642446138772,-15.4102648555145
14.5000000000003,15.9418647985454,9.19199843871698,-14.5793725484267
14.6666666666669,17.2032004616591,9.91947181655835,-13.6909421185725
14.8333333333336,18.4508358946497,10.6390371816338,-12.7484797949723
15.0000000000003,19.7335343596299,11.3788670451446,-11.7557050458477
15.1666666666669,21.137050307181,12.1885179544054,-10.7165358995785
15.3333333333336,23.3168396639404,13.4461084478341,-9.63507348203256
15.5000000000003,25.5417947176744,14.7299626461251,-8.51558583129943
15.666666666667,25.817245406915,14.888514659323,-7.36249105369124
15.8333333333336,22.804290344612,13.1488367532551,-6.18033988749706
16.0000000000003,19.0346565741297,10.9724077326613,-4.97379774329492
16.166666666667,15.9352624008319,9.18295841076815,-3.74762629171205
16.3333333333336,12.4943293339618,7.1964086902583,-2.50666467128412
16.5000000000003,10.4206335405351,5.9991977505191,-1.25581039058403
16.666666666667,9.50744642872663,5.4719780735433,2.49976455635776e-12
16.8333333333336,9.50743974301394,5.47197420778058,1.25581039058826
17.0000000000003,10.4206144756779,5.99918672992492,2.5066646712883
17.166666666667,12.4942920193725,7.19638713205438,3.74762629171694
17.3333333333336,15.9352107926458,9.18292859325616,4.97379774329903
17.5000000000003,19.034573776907,10.9723599078392,6.18033988750109
17.666666666667,22.8042283929432,13.1488009779673,7.36249105369588
17.8333333333337,25.8171999060877,14.8884883859595,8.51558583130394
18.0000000000003,25.5418010991548,14.729966326193,9.63507348203627
18.166666666667,23.316874581487,13.4461286096212,10.7165358995821
18.3333333333337,21.1370852605118,12.1885381465787,11.7557050458517
18.5000000000003,19.7335613659449,11.3788826510151,12.7484797949755
18.666666666667,18.4508566623751,10.6390491820186,13.6909421185756
18.8333333333337,17.2032190257384,9.91948254558697,14.5793725484301
19.0000000000003,15.9418836059933,9.19200930603441,15.4102648555172
19.166666666667,14.6491302844905,8.4464353124995,16.1803398875004
19.3333333333337,13.2753191702466,7.65414232873517,16.8865585100418
19.5000000000003,11.8164982109864,6.81287021443684,17.5261336008783
19.666666666667,10.3510553503049,5.96782046471264,18.0965410493215
19.8333333333337,8.89650864957516,5.12909397421731,18.595529717766
20.0000000000004,7.45507317959932,4.2979650099303,19.021130325904
20.166666666667,6.03944231571984,3.48175469994066,19.3716632225732
20.3333333333337,4.65731339660452,2.68490309723275,19.6457450145743
20.5000000000004,3.30337415823877,1.90434037840229,19.8422940262899
20.666666666667,1.97162721892836,1.13659870576024,19.9605345685656
20.8333333333337,0.655298630076286,0.377762877273793,20
21.0000000000004,-0.65528394492544,-0.377754388827015,19.9605345685652
21.166666666667,-1.97161225963835,-1.13659005836544,19.8422940262892
21.3333333333337,-3.30335866960182,-1.90433142607974,19.6457450145733
21.5000000000004,-4.65729715801726,-2.68489371158508,19.3716632225719
21.666666666667,-6.03942517831572,-3.481744793692,19.0211303259023
21.8333333333337,-7.45505507574232,-4.29795454571778,18.595529717764
22.0000000000004,-8.89648961819536,-5.12908297398845,18.0965410493191
22.166666666667,-10.3510355579923,-5.96780902776895,17.5261336008761
22.3333333333337,-11.8164781250979,-6.81285861086272,16.8865585100388
22.5000000000004,-13.2752992438418,-7.65413081180408,16.1803398874972
22.6666666666671,-14.6491115128969,-8.44642446138357,15.4102648555137
22.8333333333337,-15.9418647988824,-9.19199843871155,14.5793725484263
23.0000000000004,-17.2032004615468,-9.91947181656772,13.6909421185716
23.1666666666671,-18.4508358951271,-10.6390371816318,12.7484797949713
23.3333333333337,-19.7335343593069,-11.3788670451353,11.7557050458473
23.5000000000004,-21.137050306844,-12.1885179544142,10.7165358995774
23.6666666666671,-23.3168396646005,-13.4461084478387,9.63507348203146
23.8333333333337,-25.5417947174217,-14.7299626461167,8.51558583129897
24.0000000000004,-25.8172454068307,-14.8885146593216,7.36249105369078
24.1666666666671,-22.804290344633,-13.1488367532623,6.18033988749585
24.3333333333337,-19.0346565741823,-10.9724077326548,4.97379774329443
24.5000000000004,-15.9352624008003,-9.18295841076771,3.74762629171155
24.6666666666671,-12.4943293339689,-7.19640869026113,2.50666467128287
24.8333333333338,-10.420633540536,-5.99919775051866,1.25581039058276
25.0000000000004,-9.50744642870844,-5.47197807353949,-3.01245874618554e-12
25.1666666666671,-9.50743974301897,-5.47197420778412,-1.25581039058951
25.3333333333338,-10.4206144757165,-5.99918672992593,-2.50666467128955
25.5000000000004,-12.4942920193321,-7.19638713205078,-3.74762629171743
25.6666666666671,-15.9352107926985,-9.1829285932631,-4.97379774330026
25.8333333333338,-19.0345737769035,-10.9723599078406,-6.18033988750229
