"Time [ms]","InducedVoltage(PriCoil) [V]","InducedVoltage(SecCoil) [V]","Current(PriCoil) [mA]"
0,7.34554,4.22402,0
0.16666666666667,8.50971661756185,4.89608588574939,1.25581039058629
0.33333333333334,9.67389188480212,5.56814742003123,2.50666467128614
0.50000000000001,10.7287688921904,6.17722071841613,3.74762629171457
0.66666666666668,12.9542595158275,7.46211869975283,4.97379774329719
0.83333333333335,15.7194316682367,9.05863283849872,6.18033988749907
1.00000000000002,18.7839872699943,10.8280337296378,7.3624910536937
1.16666666666669,21.2218906628816,12.2357387916712,8.51558583130161
1.33333333333336,21.6650156998327,12.4919969320004,9.63507348203448
1.50000000000003,21.1048281022185,12.1691025185224,10.7165358995801
1.6666666666667,20.3083104214871,11.7098551145469,11.7557050458497
1.83333333333337,18.9507896212207,10.9268245153922,12.748479794974
2.00000000000004,17.5357235015864,10.1106111052758,13.690942118574
2.16666666666671,16.3082174945698,9.40271350808861,14.5793725484285
2.33333333333338,15.1771420240476,8.75052564244343,15.410264855516
2.50000000000005,14.0611904807615,8.10709716359776,16.1803398874992
2.66666666666672,12.8960181127358,7.43530547120426,16.8865585100405
2.83333333333339,11.622795129573,6.70117590615528,17.5261336008775
3.00000000000006,10.2448970711958,5.90665852722763,18.0965410493206
3.16666666666673,8.79520285659364,5.0707253993872,18.5955297177652
3.3333333333334,7.35951433404399,4.24289835544055,19.0211303259032
3.50000000000007,5.95193447514555,3.43132012006089,19.3716632225727
3.66666666666674,4.58172190057515,2.64133007885791,19.6457450145739
3.83333333333341,3.2451483466819,1.87077320932479,19.8422940262896
4.00000000000008,1.9353076891016,1.11565892318965,19.9605345685655
4.16666666666675,0.643050782665717,0.370701198554389,20
4.33333333333342,-0.643036630042769,-0.370693010897066,19.9605345685654
4.50000000000009,-1.93529322500355,-1.11565055924838,19.8422940262895
4.66666666666676,-3.24513328475823,-1.87076451114732,19.6457450145736
4.83333333333343,-4.58170602133905,-2.64132089683084,19.3716632225724
5.0000000000001,-5.95191759658662,-3.43131036926724,19.0211303259028
5.16666666666677,-7.35949644945622,-4.2428880200431,18.5955297177647
5.33333333333344,-8.79518442284278,-5.07071474469796,18.09654104932
5.50000000000011,-10.2448789053555,-5.90664802786746,17.5261336008769
5.66666666666678,-11.6227781285012,-6.70116608102381,16.8865585100399
5.83333333333345,-12.8960026495115,-7.43529653430465,16.1803398874984
6.00000000000012,-14.0611759462116,-8.10708876257028,15.4102648555152
6.16666666666679,-15.177127039043,-8.7505169813544,14.5793725484276
6.33333333333346,-16.3082002883992,-9.40270356443044,13.6909421185731
6.50000000000013,-17.5357037440679,-10.1105996888565,12.748479794973
6.6666666666668,-18.9507695372667,-10.9268129133794,11.7557050458486
6.83333333333347,-20.3082949028135,-11.7098461493495,10.7165358995791
7.00000000000014,-21.1048238355453,-12.1691000494113,9.63507348203339
7.16666666666681,-21.665030834097,-12.4920056758545,8.51558583130049
7.33333333333348,-21.2219280034103,-12.2357603584547,7.36249105369254
7.50000000000015,-18.7840409610603,-10.8280647378251,6.18033988749788
7.66666666666682,-15.7194805620152,-9.05866108407189,4.97379774329599
7.83333333333349,-12.9542934196965,-7.46213828941569,3.74762629171333
8.00000000000016,-10.728792205091,-6.17723419344953,2.50666467128489
8.16666666666683,-9.67390417068406,-5.56815452340472,1.25581039058506
8.3333333333335,-8.50974077044958,-4.89609987869512,-1.23211870978488e-12
8.50000000000017,-8.50973689688573,-4.89609762265792,-1.25581039058754
8.66666666666684,-9.67389262791349,-5.56814785038327,-2.50666467128737
8.83333333333351,-10.7287688920561,-6.17722071833868,-3.74762629171579
9.00000000000017,-12.9542595158372,-7.46211869975439,-4.97379774329831
9.16666666666684,-15.7194316682368,-9.05863283851053,-6.18033988750019
9.33333333333351,-18.7839872700558,-10.8280337296286,-7.36249105369479
9.50000000000018,-21.2218906628554,-12.2357387916713,-8.51558583130266
9.66666666666685,-21.665015699738,-12.4919969320008,-9.63507348203549
9.83333333333352,-21.1048281022502,-12.1691025185225,-10.7165358995811
10.0000000000002,-20.3083104214416,-11.709855114548,-11.7557050458507
10.1666666666669,-18.9507896212665,-10.9268245153915,-12.7484797949751
10.3333333333335,-17.5357235015374,-10.1106111052729,-13.6909421185747
10.5000000000002,-16.3082174946261,-9.4027135080873,-14.5793725484293
10.6666666666669,-15.1771420241038,-8.75052564244179,-15.4102648555169
10.8333333333335,-14.0611904807475,-8.10709716359889,-16.1803398874997
11.0000000000002,-12.8960181128342,-7.43530547120416,-16.8865585100411
11.1666666666669,-11.6227951292361,-6.70117590615788,-17.5261336008781
11.3333333333335,-10.2448970714345,-5.90665852722152,-18.0965410493209
11.5000000000002,-8.79520285653053,-5.07072539938954,-18.5955297177656
11.6666666666669,-7.3595143339387,-4.2428983554377,-19.0211303259036
11.8333333333335,-5.95193447550371,-3.43132012006339,-19.3716632225729
12.0000000000002,-4.58172190040664,-2.64133007885399,-19.645745014574
12.1666666666669,-3.24514834656951,-1.87077320932871,-19.8422940262898
12.3333333333336,-1.93530768929822,-1.11565892318521,-19.9605345685656
12.5000000000002,-0.643050782412916,-0.370701198554991,-20
12.6666666666669,0.643036629860203,0.370693010899041,-19.9605345685653
12.8333333333336,1.93529322514399,1.11565055924591,-19.8422940262893
13.0000000000002,3.24513328463182,1.8707645111471,-19.6457450145735
13.1666666666669,4.58170602153571,2.64132089683595,-19.3716632225722
13.3333333333336,5.95191759651646,3.43131036926776,-19.0211303259025
13.5000000000002,7.35949644939302,4.2428880200447,-18.5955297177642
