0.0 0.0
0.02 1.03
0.04 2.0
0.06 2.9
0.08 3.73
0.1 4.48
0.12 5.16
0.14 5.78
0.16 6.37
0.18 6.93
0.2 7.46
0.22 7.97
0.24 8.47
0.26 8.94
0.28 9.4
0.3 9.84
0.32 10.27
0.34 10.68
0.36 11.07
0.38 11.45
0.4 11.82
0.42 12.17
0.44 12.51
0.46 12.84
0.48 13.17
0.5 13.48
0.52 13.79
0.54 14.1
0.56 14.39
0.58 14.68
0.6 14.97
0.62 15.26
0.64 15.53
0.66 15.81
0.68 16.08
0.7 16.35
0.72 16.62
0.74 16.88
0.76 17.15
0.78 17.41
0.8 17.67
0.82 17.93
0.84 18.19
0.86 18.45
0.88 18.7
0.9 18.96
0.92 19.2
0.94 19.44
0.96 19.68
0.98 19.91
1.0 20.13
1.02 20.34
1.04 20.54
1.06 20.73
1.08 20.92
1.1 21.11
1.12 21.3
1.14 21.49
1.16 21.69
1.18 21.91
1.2 22.14
1.22 22.39
1.24 22.66
1.26 22.96
1.28 23.28
1.3 23.64
1.32 24.03
1.34 24.47
1.36 24.97
1.38 25.54
1.4 26.19
1.42 26.93
1.44 27.77
1.46 28.72
1.48 29.8
1.5 31.01
1.52 32.36
1.54 33.89
1.56 35.66
1.58 37.73
1.6 40.21
1.62 43.22
1.64 46.95
1.66 51.64
1.68 57.31
1.7 64.3
1.72 73.74
1.74 87.12
1.76 105.05
1.78 128.04
1.8 156.66
1.82 210.56
1.84 301.14
1.86 419.76
1.88 559.31
1.9 712.03
1.9291 963.23
1.9586 1303.05
1.9856 1762.76
2.0073 2384.65
2.0222 3225.93
2.0307 4364.02
2.0352 5903.61
2.0385 7986.35
2.0421 10803.87
2.0469 14615.39
2.0534 19771.59
2.0621 26746.85
2.074 36182.93
2.09 48947.99
2.1117 66216.45
2.1411 89577.09
2.1808 121179.19
2.2345 163930.25
2.3072 221763.56
2.4055 300000.0
