0.0 0.0
0.020045 35.5175
0.040086 68.1034
0.060122 97.5067
0.080156 124.3341
0.100187 148.4443
0.120214 170.0947
0.140238 189.5864
0.16026 206.7999
0.180279 222.2208
0.200297 235.8172
0.220311 247.7803
0.240325 258.3882
0.260336 267.6676
0.280347 275.8819
0.300356 283.1722
0.320363 289.6834
0.340372 295.5217
0.360378 300.7423
0.38038 305.4419
0.400393 309.7052
0.420405 313.5714
0.440379 317.127
0.460424 320.498
0.480403 323.6739
0.500396 326.7374
0.520422 329.7332
0.540417 332.6422
0.560421 335.4721
0.580424 338.2255
0.60043 340.9054
0.620431 343.5129
0.640432 346.0538
0.660458 348.5346
0.680427 350.9506
0.700449 353.3409
0.720461 355.7101
0.740424 358.0707
0.760475 360.4679
0.780443 362.8885
0.800455 365.3746
0.820471 367.9397
0.840452 370.5925
0.860476 373.3714
0.88047 376.2769
0.900475 379.3373
0.920483 382.573
0.940484 385.9969
0.960489 389.6322
0.980493 393.4992
1.000505 397.6116
1.020505 401.9625
1.040505 406.6253
1.060525 411.7031
1.08052 417.2138
1.100531 423.4308
1.120542 430.6066
1.140552 438.8594
1.160563 448.3103
1.180577 459.2675
1.200594 472.1773
1.220612 487.3353
1.240636 505.9756
1.260666 530.2896
1.280708 563.485
1.300762 606.058
1.320834 663.4458
1.340929 738.9736
1.361045 831.8313
1.381197 952.4384
1.401382 1099.6601
1.421612 1282.7441
1.441896 1508.7405
1.462231 1775.7076
1.482643 2102.8725
1.503118 2481.3849
1.523672 2921.8017
1.544309 3429.2661
1.565012 3988.4461
1.585802 4617.1559
1.606659 5298.9856
1.627582 6033.9357
1.648577 6825.7119
1.669627 7660.7317
1.690742 8547.9151
1.711913 9479.6874
1.73314 10456.2077
1.754425 11479.3736
1.775761 12542.5099
1.797154 13650.6038
1.818599 14800.4572
1.840097 15992.3999
1.86165 17228.8414
1.883259 18508.7392
1.904926 19835.6244
1.926651 21208.071
1.967525 24212.084
2.001287 27641.5999
2.028421 31556.8889
2.049842 36026.7583
2.066774 41129.7614
2.080585 46955.5784
2.092615 53606.592
2.104039 61199.6873
2.115796 69868.3049
2.12858 79764.7873
2.142899 91063.0549
2.159144 103961.6635
2.177657 118687.2929
2.198785 135498.7313
2.222903 154691.4225
2.250438 176602.6587
2.281873 201617.5076
2.31776 230175.5799
2.35873 262778.7548
2.405504 300000.0
