0 0
0.001 9.9
0.005 35.7
0.016 66.8
0.025 96.5
0.041 131.8
0.07 161.8
0.118 183.2
0.185 200.0
0.31 217.3
0.586 241.0
0.813 258.9
1.021 275.3
1.163 293.5
1.222 319.8
1.284 442.1
1.339 777.7
1.399 1462.4
1.453 2541.9
1.517 4142.9
1.597 6862.0
1.627 7901.1
1.659 9097.7
1.693 10475.4
1.729 12061.7
1.766 13888.3
1.804 15991.4
1.843 18413.1
1.88 21201.5
1.917 24412.1
1.952 28109.0
1.984 32365.7
2.013 37267.0
2.039 42910.5
2.062 49408.6
2.083 56890.8
2.101 65506.1
2.118 75426.0
2.135 86848.1
2.15 100000.0
